x,y,yaw,0.266,2.151,0.002
-4572.589,1749.22,-1.508,-77.427,25.368,-0.064
-4573.607,1749.511,-1.508,-76.519,24.637,-0.05
-4574.562,1749.772,-1.508,-75.097,23.701,-0.046
-4575.403,1750.064,-1.509,-72.71,23.22,-0.045
-4576.2,1750.31,-1.508,-70.215,22.338,-0.031
-4576.761,1750.483,-1.507,-65.674,20.829,-0.02
-4577.706,1750.849,-1.507,-65.737,21.54,-0.018
-4578.829,1751.253,-1.507,-67.634,22.529,-0.015
-4579.809,1751.498,-1.507,-67.772,21.735,-0.013
-4580.534,1751.67,-1.507,-65.269,20.313,-0.012
-4581.407,1751.94,-1.508,-64.655,20.105,-0.012
-4582.531,1752.366,-1.506,-66.721,21.534,0.004
-4583.624,1752.733,-1.504,-68.159,22.145,0.024
-4584.923,1753.24,-1.501,-71.507,24.11,0.044
-4586.396,1753.413,-1.5,-76.154,22.346,0.049
-4587.567,1753.838,-1.5,-77.017,23.426,0.042
-4588.823,1754.189,-1.5,-78.619,23.603,0.043
-4590.062,1754.496,-1.498,-79.816,23.283,0.051
-4591.396,1754.776,-1.496,-81.808,22.746,0.06
-4592.768,1755.059,-1.494,-83.892,22.311,0.071
-4594.115,1755.209,-1.492,-85.426,20.575,0.079
-4595.707,1755.281,-1.489,-89.249,18.287,0.102
-4597.182,1755.476,-1.486,-91.313,17.611,0.115
-4598.942,1755.77,-1.483,-96.003,18.052,0.123
-4600.465,1755.762,-1.481,-97.561,15.313,0.13
-4601.886,1755.864,-1.477,-97.837,14.111,0.148
-4603.501,1755.719,-1.474,-100.08,10.538,0.153
-4604.908,1755.762,-1.47,-99.843,9.431,0.169
-4606.562,1755.652,-1.467,-102.193,6.911,0.172
-4608.103,1755.646,-1.463,-103.024,5.84,0.183
-4609.785,1755.396,-1.46,-105.183,2.399,0.186
-4611.049,1755.174,-1.457,-102.736,-0.236,0.188
-4612.839,1754.989,-1.457,-106.052,-2.108,0.157
-4614.844,1754.856,-1.456,-111.096,-3.164,0.151
-4616.571,1754.597,-1.455,-112.53,-5.37,0.137
-4618.612,1754.489,-1.455,-116.996,-5.684,0.116
-4620.625,1754.345,-1.454,-120.507,-6.333,0.105
-4622.366,1754.132,-1.454,-120.714,-7.596,0.093
-4623.655,1753.961,-1.453,-116.227,-8.237,0.083
-4624.559,1753.828,-1.453,-108.446,-8.394,0.076
-4626.943,1753.47,-1.453,-117.042,-10.844,0.067
-4629.083,1753.123,-1.453,-121.863,-12.829,0.05
-4631.371,1752.623,-1.454,-127.484,-16.087,0.036
-4633.508,1752.322,-1.454,-130.734,-16.818,0.033
-4635.473,1752.211,-1.452,-131.739,-15.492,0.042
-4637.729,1751.818,-1.451,-135.586,-17.257,0.047
-4639.676,1751.67,-1.45,-135.695,-16.244,0.053
-4641.659,1751.41,-1.447,-136.157,-16.528,0.068
-4643.735,1750.997,-1.446,-137.5,-18.348,0.069
-4645.805,1750.638,-1.445,-138.59,-19.345,0.072
-4647.816,1750.208,-1.445,-138.911,-20.932,0.064
-4649.759,1749.82,-1.446,-138.481,-21.844,0.043
-4651.189,1749.524,-1.447,-132.84,-21.677,0.028
-4653.544,1749.142,-1.447,-137.55,-22.421,0.018
-4655.415,1748.749,-1.449,-136.577,-23.171,-0.003
-4657.43,1748.324,-1.452,-137.24,-24.136,-0.023
-4659.729,1747.981,-1.454,-140.718,-24.123,-0.038
-4661.7,1747.626,-1.456,-140.312,-24.232,-0.059
-4663.607,1747.425,-1.457,-139.317,-22.731,-0.058
-4665.844,1747.112,-1.459,-141.856,-22.618,-0.065
-4667.916,1746.547,-1.461,-142.318,-25.103,-0.074
-4669.948,1746.178,-1.461,-142.306,-25.205,-0.068
-4671.448,1745.905,-1.462,-136.827,-24.311,-0.063
-4673.598,1745.555,-1.463,-138.829,-24.338,-0.065
-4676.042,1745.11,-1.463,-143.575,-25.345,-0.056
-4678.301,1744.724,-1.462,-145.719,-25.589,-0.035
-4679.993,1744.437,-1.461,-141.701,-24.785,-0.019
-4682.516,1744.28,-1.458,-146.835,-22.754,0.005
-4684.637,1744.04,-1.457,-147.083,-21.874,0.016
-4686.207,1743.873,-1.456,-141.614,-20.383,0.025
-4688.721,1743.545,-1.453,-146.664,-20.759,0.05
-4690.631,1743.299,-1.45,-144.758,-20.239,0.068
-4693.54,1742.745,-1.446,-153.42,-22.96,0.097
-4696.116,1742.242,-1.442,-157.374,-24.761,0.121
-4698.77,1741.679,-1.439,-161.549,-26.917,0.137
-4700.774,1741.241,-1.435,-158.424,-27.475,0.148
-4703.304,1740.677,-1.431,-161.168,-29.241,0.169
-4705.674,1740.044,-1.428,-161.862,-31.448,0.176
-4708.039,1739.803,-1.423,-162.404,-29.303,0.195
-4709.791,1739.648,-1.419,-156.563,-26.593,0.209
-4711.72,1739.296,-1.417,-153.397,-26.31,0.198
-4713.458,1738.808,-1.415,-148.731,-27.46,0.184
-4714.693,1738.436,-1.413,-139.569,-27.255,0.173
-4716.585,1738.205,-1.412,-138.52,-25.618,0.157
-4718.372,1737.992,-1.412,-136.539,-24.046,0.136
-4720.167,1737.75,-1.412,-134.948,-23.007,0.113
-4722.13,1737.537,-1.414,-135.309,-21.81,0.084
-4723.853,1737.571,-1.415,-133.137,-18.258,0.06
-4725.454,1737.492,-1.417,-130.047,-16.386,0.032
-4726.901,1737.734,-1.418,-125.814,-11.479,0.017
-4728.636,1737.85,-1.42,-125.174,-8.603,-0.001
-4729.943,1737.926,-1.421,-120.22,-6.556,-0.016
-4731.49,1738.293,-1.423,-118.462,-1.808,-0.027
-4732.885,1738.519,-1.424,-115.401,0.785,-0.037
-4734.431,1738.72,-1.426,-114.342,2.742,-0.052
-4735.681,1738.931,-1.429,-110.398,4.506,-0.066
-4736.974,1739.227,-1.431,-107.478,6.889,-0.078
-4738.455,1739.47,-1.434,-106.909,8.383,-0.097
-4740.049,1739.622,-1.437,-107.599,8.715,-0.107
-4741.204,1739.799,-1.439,-103.662,9.255,-0.115
-4742.015,1739.936,-1.442,-96.77,9.299,-0.12
-4743.608,1740.288,-1.443,-98.946,11.558,-0.118
-4745.225,1740.545,-1.445,-101.037,12.501,-0.115
-4746.441,1740.744,-1.446,-98.698,12.716,-0.111
-4747.967,1740.91,-1.447,-99.889,12.548,-0.106
-4749.572,1741.227,-1.449,-101.719,13.965,-0.104
-4751,1741.376,-1.45,-101.464,13.446,-0.103
-4752.053,1741.48,-1.452,-97.376,12.546,-0.102
-4753.632,1741.986,-1.452,-99.318,15.906,-0.093
-4755.358,1742.299,-1.453,-102.483,16.793,-0.087
-4757.203,1742.562,-1.455,-106.397,17.029,-0.09
-4758.896,1742.806,-1.456,-108.174,17.036,-0.083
-4760.425,1742.992,-1.456,-108.014,16.445,-0.075
-4762.151,1743.128,-1.456,-109.898,15.429,-0.067
-4763.446,1743.218,-1.457,-107.066,14.086,-0.06
-4765.013,1743.604,-1.458,-107.454,15.984,-0.066
-4766.175,1743.909,-1.46,-103.612,16.771,-0.069
-4767.838,1744.276,-1.457,-105.497,18.09,-0.032
-4769.679,1744.535,-1.456,-108.927,18.097,-0.021
-4771.519,1744.743,-1.453,-111.849,17.574,0.008
-4772.909,1744.891,-1.451,-109.708,16.512,0.029
-4774.777,1745.097,-1.449,-112.807,16.203,0.048
-4776.535,1745.283,-1.447,-114.313,15.736,0.056
-4777.849,1745.416,-1.446,-111.032,14.787,0.061
-4779.784,1745.512,-1.443,-114.624,13.608,0.077
-4781.589,1745.583,-1.441,-116.348,12.329,0.085
-4783.291,1745.736,-1.441,-116.759,12.094,0.075
-4785.074,1745.917,-1.44,-117.944,12.18,0.069
-4786.805,1746.196,-1.44,-118.42,13.263,0.064
-4788.321,1746.614,-1.44,-116.61,15.616,0.053
-4789.896,1746.698,-1.438,-115.678,14.18,0.061
-4791.572,1746.715,-1.439,-115.91,12.274,0.048
-4793.408,1746.742,-1.439,-117.773,10.746,0.037
-4794.785,1746.746,-1.439,-114.622,9.204,0.029
-4796.416,1746.823,-1.44,-114.554,8.65,0.018
-4797.916,1747.049,-1.442,-113.15,9.7,-0.001
-4799.009,1747.227,-1.443,-107.764,10.103,-0.016
-4800.834,1747,-1.443,-110.702,6.284,-0.016
-4802.439,1746.816,-1.445,-110.948,3.468,-0.025
-4804.327,1746.783,-1.444,-114.066,2.613,-0.019
-4806.075,1746.523,-1.444,-115.284,-0.45,-0.01
-4807.379,1746.298,-1.443,-111.752,-2.696,-0.003
-4809.243,1746.211,-1.442,-114.504,-3.197,0.007
-4810.934,1746.056,-1.443,-115.072,-4.319,-0.001
-4812.188,1745.93,-1.444,-111.068,-4.982,-0.007
-4814.043,1745.94,-1.444,-113.825,-4.147,-0.009
-4816.017,1746.112,-1.443,-117.408,-1.765,-0.002
-4818.006,1746.277,-1.444,-120.617,0.187,-0.004
-4819.998,1746.677,-1.444,-123.382,4.279,-0.004
-4821.909,1747.092,-1.447,-124.91,7.929,-0.033
-4823.837,1747.436,-1.448,-126.395,10.302,-0.041
-4825.523,1747.603,-1.451,-125.161,10.505,-0.067
-4827.201,1747.85,-1.454,-124.03,11.504,-0.085
-4828.98,1748.207,-1.459,-124.102,13.49,-0.114
-4830.709,1748.382,-1.46,-123.646,13.302,-0.111
-4832.413,1748.645,-1.466,-123.001,14.057,-0.144
-4833.664,1748.848,-1.47,-117.797,14.073,-0.167
-4835.574,1749.333,-1.474,-120.136,16.996,-0.172
-4837.01,1749.722,-1.477,-117.246,18.501,-0.175
-4838.04,1750.025,-1.479,-110.605,18.902,-0.176
-4839.806,1750.676,-1.483,-112.526,22.824,-0.184
-4841.591,1751.209,-1.487,-114.353,24.959,-0.192
-4843.506,1751.488,-1.49,-117.252,24.152,-0.193
-4845.341,1751.749,-1.491,-118.899,23.287,-0.174
-4847.269,1752.275,-1.492,-121.256,25.28,-0.159
-4848.973,1752.731,-1.495,-120.964,26.263,-0.167
-4850.776,1753.171,-1.498,-121.74,26.921,-0.168
-4852.589,1753.519,-1.499,-122.499,26.547,-0.153
-4853.936,1753.772,-1.5,-118.351,25.251,-0.141
-4855.926,1754.035,-1.501,-121.431,24.244,-0.126
-4858.038,1754.236,-1.501,-125.318,22.748,-0.109
-4860.055,1754.395,-1.5,-127.645,21.036,-0.081
-4861.943,1754.528,-1.5,-128.315,19.315,-0.072
-4863.778,1754.725,-1.5,-128.333,18.5,-0.058
-4865.619,1754.734,-1.498,-128.409,15.875,-0.034
-4867.653,1754.746,-1.497,-130.464,13.661,-0.016
-4869.665,1754.744,-1.496,-131.992,11.632,-0.011
-4871.514,1754.637,-1.493,-131.615,8.825,0.022
-4873.277,1754.508,-1.491,-130.409,6.191,0.043
-4875.019,1754.234,-1.487,-129.165,2.46,0.068
-4876.293,1753.992,-1.484,-123.282,-0.39,0.086
-4877.172,1753.783,-1.482,-114.198,-2.481,0.099
-4879.072,1753.077,-1.477,-116.969,-9.382,0.129
-4880.959,1752.498,-1.474,-119.188,-13.964,0.14
-4882.658,1751.883,-1.47,-119.153,-18.244,0.159
-4883.913,1751.383,-1.466,-114.547,-20.705,0.172
-4885.897,1750.682,-1.462,-118.134,-24.879,0.187
-4887.881,1750.261,-1.46,-121.181,-25.552,0.181
-4889.762,1749.895,-1.458,-122.724,-25.567,0.167
-4891.625,1749.331,-1.456,-123.846,-27.615,0.168
-4893.555,1748.68,-1.454,-125.504,-30.254,0.16
-4895.326,1748.119,-1.453,-125.283,-31.58,0.15
-4897.146,1747.473,-1.451,-125.594,-33.583,0.138
-4899.07,1746.936,-1.45,-126.933,-34.171,0.135
-4900.742,1746.403,-1.449,-125.468,-34.631,0.126
-4901.96,1746.005,-1.447,-119.564,-33.64,0.12
-4903.913,1745.376,-1.445,-122.082,-35.167,0.125
-4905.897,1744.739,-1.443,-124.559,-36.553,0.126
-4908.372,1744.216,-1.44,-131.709,-36.56,0.139
-4910.686,1743.708,-1.435,-136.167,-36.411,0.159
-4913.007,1743.185,-1.434,-140.034,-36.443,0.147
-4915.165,1742.728,-1.431,-141.656,-35.789,0.153
-4916.776,1742.397,-1.428,-137.409,-33.931,0.158
-4918.875,1741.667,-1.426,-138.803,-36.459,0.161
-4921.031,1740.973,-1.422,-140.592,-38.238,0.171
-4923.149,1740.441,-1.419,-141.717,-38.09,0.18
-4924.725,1740.05,-1.415,-137.101,-36.517,0.187
-4925.841,1739.778,-1.412,-128.422,-33.952,0.191
-4928.192,1739.142,-1.412,-133.747,-35.501,0.165
-4930.356,1738.558,-1.41,-136.346,-36.292,0.154
-4932.456,1738.009,-1.41,-137.918,-36.607,0.132
-4934.024,1737.6,-1.41,-133.778,-35.433,0.115
-4936.355,1737.073,-1.41,-138.098,-35.646,0.095
-4938.352,1736.39,-1.412,-138.341,-37.441,0.064
-4940.4,1735.979,-1.414,-139.087,-36.161,0.033
-4942.473,1735.645,-1.415,-139.965,-34.286,0.021
-4944.519,1735.309,-1.418,-140.449,-32.702,-0.006
-4946.535,1734.965,-1.421,-140.548,-31.428,-0.034
-4948.436,1734.601,-1.422,-139.449,-30.559,-0.042
-4950.468,1734.191,-1.424,-139.857,-30.28,-0.057
-4952.514,1733.963,-1.427,-140.35,-28.181,-0.077
-4954.03,1733.816,-1.43,-135.319,-25.547,-0.091
-4956.078,1733.843,-1.433,-136.503,-21.512,-0.104
-4958.086,1733.804,-1.435,-137.096,-18.751,-0.113
-4959.996,1733.678,-1.437,-136.592,-17.289,-0.108
-4961.4,1733.6,-1.438,-130.969,-15.544,-0.103
-4963.248,1733.492,-1.441,-130.726,-14.376,-0.12
-4965.203,1733.513,-1.444,-131.631,-12.042,-0.125
-4966.657,1733.554,-1.446,-127.24,-9.854,-0.128
-4968.683,1733.588,-1.447,-129.384,-8.055,-0.115
-4970.715,1733.628,-1.448,-131.274,-6.458,-0.116
-4972.504,1733.683,-1.449,-130.384,-4.937,-0.103
-4973.816,1733.74,-1.449,-124.716,-3.625,-0.093
-4975.523,1733.683,-1.45,-123.954,-3.68,-0.086
-4977.159,1733.781,-1.452,-122.557,-2.133,-0.092
-4978.799,1733.839,-1.451,-121.416,-1.219,-0.068
-4980.347,1733.965,-1.449,-119.502,0.256,-0.043
-4981.868,1734.117,-1.448,-117.584,1.785,-0.025
-4983.312,1734.143,-1.449,-115.155,1.794,-0.027
-4984.818,1734.191,-1.448,-113.72,2.017,-0.021
-4986.418,1734.191,-1.448,-113.471,1.724,-0.011
-4987.949,1734.287,-1.45,-112.542,2.456,-0.027
-4989.34,1734.391,-1.451,-110.318,3.168,-0.034
-4990.345,1734.476,-1.452,-104.435,3.573,-0.039
-4992.065,1734.827,-1.453,-106.785,6.665,-0.044
-4993.427,1734.871,-1.452,-105.094,6.137,-0.028
-4994.414,1734.898,-1.451,-99.806,5.51,-0.015
-4995.645,1735.056,-1.454,-97.792,6.333,-0.037
-4997.036,1735.226,-1.456,-97.736,7.146,-0.053
-4998.5,1735.268,-1.457,-98.433,6.531,-0.056
-4999.604,1735.68,-1.46,-95.327,9.814,-0.073
-5000.813,1736.193,-1.462,-93.753,13.647,-0.085
-5002.161,1736.352,-1.465,-93.837,13.281,-0.097
-5003.487,1736.536,-1.465,-93.69,13.223,-0.083
-5004.783,1736.595,-1.464,-93.257,11.884,-0.061
-5005.79,1736.879,-1.463,-89.9,13.061,-0.045
-5006.497,1737.102,-1.462,-83.964,13.429,-0.033
-5007.35,1737.271,-1.463,-80.395,13.196,-0.038
-5008.16,1737.465,-1.464,-76.912,13.255,-0.041
-5008.956,1737.648,-1.465,-73.794,13.187,-0.038
-5009.966,1737.913,-1.464,-73.339,13.982,-0.029
-5010.629,1738.118,-1.463,-69.38,14.03,-0.017
-5011.261,1738.458,-1.463,-65.676,15.464,-0.006
-5011.822,1738.771,-1.463,-61.799,16.417,-0.012
-5012.622,1738.929,-1.464,-60.94,15.628,-0.013
-5013.167,1739.466,-1.466,-57.592,18.856,-0.029
-5013.837,1739.889,-1.467,-56.021,20.44,-0.04
-5014.301,1740.354,-1.469,-52.556,22.223,-0.052
-5014.978,1740.714,-1.469,-51.793,22.662,-0.041
-5015.264,1740.891,-1.469,-47.129,21.148,-0.039
-5015.427,1741.006,-1.469,-41.873,19.217,-0.037
-5015.414,1741.22,-1.471,-35.583,18.597,-0.05
-5015.304,1741.417,-1.472,-29.216,17.894,-0.044
-5015.16,1741.402,-1.47,-23.437,15.107,-0.027
-5015.009,1741.346,-1.47,-18.435,12.303,-0.015
-5014.856,1741.148,-1.469,-14.155,8.463,-0.002
-5014.681,1741.099,-1.468,-10.262,6.711,0.004
-5014.47,1740.977,-1.466,-6.584,4.465,0.02
-5014.276,1740.863,-1.464,-3.615,2.634,0.033
-5013.87,1740.781,-1.463,1.096,1.411,0.043
-5013.572,1740.839,-1.461,3.994,1.798,0.053
-5013.284,1740.761,-1.46,6.377,0.724,0.061
-5013.033,1740.648,-1.46,8.028,-0.537,0.051
-5012.816,1740.597,-1.458,9.076,-0.993,0.057
-5012.712,1740.5,-1.458,8.809,-1.842,0.048
-5012.616,1740.358,-1.457,8.503,-3.028,0.049
-5012.434,1740.294,-1.459,9.126,-3.242,0.029
-5012.385,1740.44,-1.459,8.291,-1.264,0.023
-5012.319,1740.505,-1.459,7.754,-0.411,0.019
-5012.39,1740.575,-1.46,5.884,0.374,0.003
-5012.564,1740.404,-1.461,3.224,-1.44,0
-5012.544,1740.339,-1.46,2.954,-1.897,0.006
-5012.532,1740.287,-1.459,2.641,-2.161,0.01
-5012.447,1740.415,-1.46,3.13,-0.521,0.005
-5012.4,1740.515,-1.461,3.15,0.579,-0.007
-5012.446,1740.468,-1.461,2.221,0.018,-0.009
-5012.371,1740.526,-1.462,2.664,0.61,-0.017
-5012.311,1740.575,-1.463,2.89,1.023,-0.022
-5012.373,1740.565,-1.462,1.827,0.769,-0.01
-5012.496,1740.574,-1.462,0.29,0.75,-0.01
-5012.537,1740.591,-1.462,-0.177,0.812,-0.008
-5012.492,1740.588,-1.462,0.313,0.661,-0.004
-5012.657,1740.713,-1.462,-1.426,1.854,-0.008
-5012.708,1740.522,-1.462,-1.75,-0.385,-0.006
-5012.667,1740.454,-1.461,-1.071,-1.032,0.004
-5012.603,1740.505,-1.461,-0.244,-0.346,0.008
-5012.651,1740.423,-1.461,-0.705,-1.144,0.003
-5012.718,1740.328,-1.46,-1.297,-1.95,0.011
-5012.911,1740.446,-1.46,-3.085,-0.453,0.009
-5012.913,1740.489,-1.461,-2.652,0.058,0.006
-5012.767,1740.415,-1.46,-0.767,-0.713,0.016
-5012.876,1740.558,-1.46,-1.771,0.864,0.011
-5012.743,1740.528,-1.46,-0.139,0.428,0.004
-5012.721,1740.435,-1.459,0.108,-0.589,0.014
-5012.656,1740.294,-1.459,0.756,-1.956,0.014
-5012.739,1740.205,-1.458,-0.21,-2.582,0.019
-5012.922,1740.34,-1.458,-2.064,-0.818,0.017
-5012.747,1740.41,-1.459,0.042,0.019,0.01
-5012.712,1740.348,-1.46,0.391,-0.623,-0.008
-5012.83,1740.387,-1.46,-0.873,-0.126,-0.005
-5012.815,1740.224,-1.461,-0.593,-1.788,-0.008
-5012.801,1740.085,-1.461,-0.364,-2.948,-0.011
-5012.749,1740.23,-1.463,0.227,-1.024,-0.028
-5012.465,1740.275,-1.462,3.12,-0.408,-0.018
-5012.207,1740.287,-1.462,5.319,-0.224,-0.008
-5012.143,1740.372,-1.462,5.198,0.677,-0.014
-5012.102,1740.651,-1.462,4.852,3.45,-0.008
-5012.288,1740.625,-1.461,2.222,2.677,-0.002
-5012.45,1740.622,-1.46,0.23,2.249,0.011
-5012.404,1740.571,-1.459,0.661,1.399,0.017
-5012.458,1740.662,-1.46,0.018,2.13,0.009
-5012.457,1740.77,-1.461,0.024,2.931,0
-5012.495,1740.639,-1.46,-0.371,1.145,0.007
-5012.441,1740.691,-1.46,0.235,1.512,0.003
-5012.422,1740.712,-1.461,0.397,1.51,0.001
-5012.404,1740.791,-1.459,0.519,2.1,0.011
-5012.48,1740.929,-1.459,-0.336,3.207,0.01
-5012.521,1741.077,-1.459,-0.705,4.266,0.013
-5012.567,1740.905,-1.458,-1.083,1.863,0.017
-5012.554,1740.851,-1.457,-0.783,1.033,0.029
-5012.585,1740.774,-1.458,-0.986,0.093,0.015
-5012.548,1740.687,-1.458,-0.465,-0.816,0.013
-5012.467,1740.626,-1.457,0.443,-1.328,0.013
-5012.397,1740.575,-1.457,1.098,-1.656,0.013
-5012.61,1740.75,-1.458,-1.264,0.39,0.007
-5012.374,1740.644,-1.458,1.364,-0.765,0.007
-5012.549,1740.732,-1.459,-0.641,0.257,-0.008
-5012.512,1740.601,-1.46,-0.165,-1.126,-0.014
-5012.575,1740.672,-1.46,-0.79,-0.234,-0.012
-5012.548,1740.581,-1.461,-0.398,-1.139,-0.019
-5012.462,1740.663,-1.461,0.54,-0.12,-0.016
-5012.389,1740.735,-1.461,1.213,0.637,-0.013
-5012.504,1740.659,-1.461,-0.148,-0.236,-0.012
-5012.578,1740.839,-1.46,-0.883,1.65,-0.002
-5012.624,1740.835,-1.462,-1.227,1.36,-0.019
-5012.646,1740.804,-1.462,-1.273,0.844,-0.015
-5012.551,1740.645,-1.46,-0.113,-0.912,0
-5012.705,1740.785,-1.462,-1.683,0.66,-0.014
-5012.838,1740.798,-1.463,-2.806,0.699,-0.021
-5012.93,1740.523,-1.463,-3.333,-2.238,-0.025
-5012.863,1740.562,-1.463,-2.155,-1.509,-0.014
-5012.718,1740.522,-1.464,-0.349,-1.694,-0.021
-5012.753,1740.318,-1.462,-0.654,-3.547,-0.006
-5012.647,1740.416,-1.462,0.526,-2.017,0
-5012.558,1740.505,-1.461,1.377,-0.809,0.004
-5012.519,1740.561,-1.462,1.569,-0.114,0.001
-5012.579,1740.464,-1.461,0.724,-1.092,0.006
-5012.654,1740.316,-1.462,-0.158,-2.451,-0.003
-5012.668,1740.33,-1.462,-0.285,-1.954,-0.001
-5012.707,1740.451,-1.462,-0.637,-0.415,0
-5012.736,1740.5,-1.46,-0.847,0.148,0.02
-5012.503,1740.393,-1.461,1.682,-0.976,0.007
-5012.548,1740.254,-1.46,0.974,-2.262,0.015
-5012.666,1740.221,-1.459,-0.39,-2.264,0.016
-5012.685,1740.238,-1.459,-0.523,-1.757,0.013
-5012.681,1740.163,-1.46,-0.409,-2.275,0.005
-5012.677,1740.102,-1.46,-0.309,-2.571,0
-5012.628,1740.313,-1.46,0.244,-0.013,0.004
-5012.567,1740.37,-1.461,0.835,0.574,-0.002
-5012.53,1740.369,-1.461,1.098,0.474,-0.002
-5012.618,1740.488,-1.461,0.024,1.633,-0.009
-5012.688,1740.473,-1.461,-0.693,1.234,0
-5012.566,1740.55,-1.461,0.662,1.845,-0.007
-5012.58,1740.527,-1.463,0.422,1.34,-0.017
-5012.583,1740.533,-1.462,0.332,1.202,-0.011
-5012.678,1740.665,-1.461,-0.702,2.383,-0.003
-5012.709,1740.621,-1.461,-0.918,1.585,0.006
-5012.734,1740.581,-1.46,-1.043,0.935,0.012
-5012.753,1740.539,-1.46,-1.082,0.366,0.006
-5012.767,1740.502,-1.461,-1.069,-0.068,0.002
-5012.633,1740.324,-1.461,0.473,-1.886,0
-5012.663,1740.196,-1.461,0.096,-2.925,0.003
-5012.688,1740.172,-1.461,-0.185,-2.751,-0.002
-5012.662,1740.367,-1.46,0.118,-0.329,0.006
-5012.633,1740.306,-1.459,0.4,-0.91,0.012
-5012.719,1740.438,-1.459,-0.543,0.584,0.016
-5012.744,1740.57,-1.458,-0.721,1.855,0.017
-5012.708,1740.779,-1.459,-0.245,3.735,0.007
-5012.698,1740.649,-1.459,-0.106,1.844,0.007
-5012.694,1740.6,-1.46,-0.052,1.067,-0.007
-5012.69,1740.555,-1.462,-0.011,0.453,-0.016
-5012.575,1740.554,-1.462,1.186,0.376,-0.021
-5012.732,1740.322,-1.463,-0.606,-2.068,-0.022
-5012.833,1740.319,-1.463,-1.567,-1.794,-0.023
-5012.784,1740.202,-1.464,-0.827,-2.744,-0.025
-5012.612,1740.177,-1.464,1.071,-2.593,-0.026
-5012.814,1740.169,-1.464,-1.173,-2.291,-0.021
-5012.695,1740.129,-1.463,0.223,-2.365,-0.008
-5012.678,1740.248,-1.462,0.369,-0.797,0.003
-5012.607,1740.283,-1.462,1.048,-0.322,0.007
-5012.626,1740.419,-1.462,0.699,1.126,0.004
-5012.44,1740.453,-1.462,2.512,1.309,0.001
-5012.502,1740.61,-1.462,1.497,2.738,0.002
-5012.511,1740.578,-1.461,1.194,2.002,0.009
-5012.418,1740.656,-1.462,1.966,2.51,0.004
-5012.398,1740.519,-1.461,1.886,0.734,0.011
-5012.292,1740.681,-1.46,2.706,2.297,0.013
-5012.325,1740.781,-1.459,1.966,2.984,0.024
-5012.357,1740.862,-1.458,1.344,3.378,0.032
-5012.497,1740.714,-1.457,-0.295,1.362,0.032
-5012.543,1740.695,-1.458,-0.723,0.963,0.017
-5012.604,1740.761,-1.459,-1.244,1.501,0.013
-5012.614,1740.83,-1.46,-1.165,1.989,0
-5012.521,1740.842,-1.459,-0.04,1.818,0.004
-5012.589,1740.623,-1.46,-0.731,-0.699,-0.003
-5012.656,1740.428,-1.461,-1.311,-2.608,-0.011
-5012.666,1740.376,-1.46,-1.225,-2.752,-0.005
-5012.488,1740.312,-1.46,0.786,-3.005,0
-5012.43,1740.228,-1.459,1.267,-3.434,0.008
-5012.291,1740.187,-1.46,2.519,-3.349,-0.001
-5012.333,1740.298,-1.46,1.716,-1.718,0.003
-5012.304,1740.222,-1.459,1.758,-2.248,0.007
-5012.149,1740.226,-1.458,3.098,-1.873,0.016
-5012.17,1740.146,-1.459,2.424,-2.423,0.004
-5012.405,1740.174,-1.46,-0.357,-1.78,-0.003
-5012.604,1740.175,-1.461,-2.348,-1.501,-0.013
-5013.016,1740.14,-1.461,-6.239,-1.642,-0.011
-5013.015,1740.238,-1.461,-5.312,-0.398,-0.013
-5013.083,1740.259,-1.462,-5.234,-0.121,-0.014
-5013.141,1740.423,-1.461,-5.06,1.586,-0.005
-5013.182,1740.562,-1.46,-4.736,2.787,0.002
-5013.228,1740.508,-1.461,-4.515,1.819,-0.01
-5013.297,1740.53,-1.463,-4.568,1.773,-0.019
-5013.282,1740.581,-1.461,-3.733,2.045,0.002
-5013.227,1740.561,-1.459,-2.618,1.532,0.013
-5013.094,1740.554,-1.46,-0.866,1.239,0.009
-5013.057,1740.633,-1.46,-0.361,1.868,0.008
-5012.772,1740.473,-1.461,2.623,-0.048,-0.002
-5012.698,1740.356,-1.46,3.006,-1.254,0.001
-5012.595,1740.475,-1.46,3.623,0.156,0.002
-5012.627,1740.361,-1.46,2.756,-1.037,0.001
-5012.573,1740.513,-1.46,2.905,0.68,-0.001
-5012.526,1740.483,-1.46,2.963,0.27,0.005
-5012.741,1740.51,-1.46,0.32,0.509,-0.001
-5012.709,1740.413,-1.46,0.597,-0.56,0.002
-5012.647,1740.438,-1.459,1.147,-0.229,0.01
-5012.577,1740.492,-1.459,1.702,0.37,0.005
-5012.581,1740.484,-1.46,1.413,0.234,-0.005
-5012.522,1740.578,-1.461,1.806,1.159,-0.011
-5012.649,1740.454,-1.461,0.237,-0.282,-0.008
-5012.716,1740.348,-1.461,-0.492,-1.336,-0.01
-5012.837,1740.409,-1.462,-1.661,-0.507,-0.011
-5012.77,1740.33,-1.462,-0.722,-1.251,-0.016
-5012.699,1740.318,-1.463,0.111,-1.193,-0.019
-5012.629,1740.386,-1.463,0.81,-0.313,-0.021
-5012.543,1740.48,-1.463,1.578,0.698,-0.017
-5012.501,1740.427,-1.462,1.776,0.055,-0.006
-5012.688,1740.551,-1.463,-0.4,1.317,-0.006
-5012.716,1740.493,-1.462,-0.635,0.529,-0.005
-5012.708,1740.618,-1.462,-0.466,1.735,-0.002
