x,y,yaw,0.266,2.151,0.002
-5012.701,1740.605,-1.464,-0.316,1.349,-0.015
-5012.766,1740.365,-1.463,-0.937,-1.315,-0.01
-5012.938,1740.274,-1.462,-2.58,-2.059,0.004
-5013.083,1740.199,-1.461,-3.694,-2.529,0.015
-5012.921,1740.307,-1.46,-1.477,-1.049,0.022
-5012.975,1740.31,-1.46,-1.814,-0.86,0.018
-5012.897,1740.293,-1.46,-0.75,-0.911,0.016
-5012.87,1740.471,-1.46,-0.36,1.058,0.015
-5013.001,1740.594,-1.46,-1.657,2.165,0.01
-5012.897,1740.604,-1.459,-0.339,1.946,0.022
-5012.697,1740.721,-1.458,1.771,2.865,0.027
-5012.665,1740.681,-1.459,1.846,2.038,0.01
-5012.779,1740.723,-1.46,0.396,2.173,-0.002
-5012.741,1740.608,-1.46,0.732,0.664,-0.002
-5012.737,1740.709,-1.46,0.66,1.608,0.003
-5012.713,1740.683,-1.462,0.81,1.102,-0.018
-5012.856,1740.469,-1.462,-0.786,-1.257,-0.019
-5012.979,1740.287,-1.463,-1.935,-2.951,-0.02
-5012.927,1740.267,-1.463,-1.11,-2.724,-0.016
-5012.967,1740.324,-1.462,-1.356,-1.739,-0.009
-5012.776,1740.322,-1.463,0.81,-1.501,-0.014
-5012.812,1740.244,-1.464,0.309,-2.082,-0.02
-5012.855,1740.364,-1.463,-0.17,-0.543,-0.011
-5012.956,1740.498,-1.465,-1.181,0.923,-0.028
-5013.027,1740.402,-1.465,-1.74,-0.204,-0.023
-5012.981,1740.382,-1.464,-1.013,-0.382,-0.009
-5013.095,1740.492,-1.462,-2.04,0.802,0.013
-5013.189,1740.533,-1.462,-2.706,1.111,0.005
-5013.091,1740.664,-1.462,-1.304,2.293,0.01
-5013.324,1740.66,-1.462,-3.507,1.922,0.005
-5013.434,1740.896,-1.462,-4.119,4.061,0.002
-5013.521,1740.881,-1.463,-4.41,3.311,-0.002
-5013.531,1740.857,-1.463,-3.872,2.579,-0.004
-5013.583,1740.821,-1.462,-3.828,1.834,0.001
-5013.534,1740.742,-1.463,-2.761,0.751,-0.004
-5013.513,1740.8,-1.463,-2.141,1.237,-0.008
-5013.432,1740.712,-1.464,-0.992,0.144,-0.01
-5013.391,1740.598,-1.464,-0.429,-1.052,-0.008
-5013.364,1740.658,-1.463,-0.081,-0.272,-0.003
-5013.249,1740.626,-1.462,1.111,-0.561,0.006
-5013.223,1740.62,-1.463,1.217,-0.547,-0.001
-5012.965,1740.544,-1.464,3.695,-1.251,-0.006
-5012.965,1740.52,-1.464,3.144,-1.308,-0.009
-5013.037,1740.455,-1.465,1.948,-1.789,-0.021
-5013.18,1740.464,-1.465,0.185,-1.435,-0.012
-5013.252,1740.732,-1.464,-0.582,1.537,-0.006
-5013.473,1740.859,-1.465,-2.776,2.624,-0.013
-5013.759,1740.926,-1.466,-5.308,2.921,-0.019
-5013.997,1740.978,-1.467,-6.974,3.028,-0.022
-5014.19,1741.017,-1.467,-7.937,2.99,-0.025
-5014.412,1741.173,-1.466,-9.057,4.156,-0.013
-5014.588,1741.301,-1.466,-9.535,4.857,-0.004
-5014.723,1741.402,-1.465,-9.522,5.188,0.003
-5015.021,1741.409,-1.466,-11.19,4.497,-0.004
-5015.4,1741.51,-1.464,-13.455,4.871,0.009
-5015.719,1741.491,-1.464,-14.758,3.96,0.011
-5016.083,1741.598,-1.464,-16.337,4.475,0.011
-5016.412,1741.766,-1.462,-17.311,5.552,0.028
-5016.797,1741.699,-1.46,-18.729,4.042,0.041
-5017.186,1741.887,-1.458,-19.982,5.388,0.057
-5017.734,1742.011,-1.456,-22.69,5.873,0.066
-5018.445,1742.243,-1.454,-26.665,7.398,0.075
-5019.075,1742.495,-1.453,-29.231,8.901,0.07
-5019.806,1742.741,-1.453,-32.459,10.119,0.064
-5020.37,1743.019,-1.451,-33.485,11.501,0.068
-5021.308,1743.629,-1.449,-38.22,16.088,0.078
-5022.113,1743.937,-1.447,-40.89,16.889,0.09
-5022.736,1744.173,-1.445,-41.291,16.832,0.099
-5023.545,1744.228,-1.445,-43.544,14.924,0.084
-5024.39,1744.2,-1.445,-45.842,12.448,0.07
-5025.366,1744.251,-1.446,-49.142,11.137,0.051
-5026.11,1744.214,-1.445,-49.582,9.119,0.047
-5026.665,1744.166,-1.445,-48.002,7.278,0.045
-5027.059,1744.11,-1.444,-44.99,5.639,0.043
-5028.416,1743.979,-1.444,-52.351,3.461,0.039
-5029.664,1743.955,-1.445,-57.493,2.707,0.025
-5030.951,1743.868,-1.447,-62.296,1.414,0
-5032.367,1743.649,-1.449,-67.711,-1.052,-0.018
-5033.47,1743.461,-1.451,-69.108,-2.834,-0.032
-5034.952,1743.516,-1.452,-74.192,-1.851,-0.043
-5036.303,1743.541,-1.454,-77.195,-1.323,-0.048
-5037.617,1743.612,-1.456,-79.364,-0.397,-0.067
-5038.969,1743.703,-1.459,-81.619,0.603,-0.085
-5039.992,1743.781,-1.462,-80.147,1.318,-0.098
-5041.247,1743.979,-1.461,-81.279,3.162,-0.07
-5042.57,1744.28,-1.458,-82.942,5.787,-0.034
-5043.812,1744.562,-1.459,-83.529,7.849,-0.039
-5045.488,1744.765,-1.458,-88.504,8.779,-0.023
-5047.071,1745.078,-1.455,-91.781,10.706,0.004
-5048.491,1745.215,-1.456,-92.904,10.549,0.001
-5049.959,1745.481,-1.456,-94.356,11.728,0
-5051.431,1745.577,-1.457,-95.632,10.997,-0.016
-5052.997,1745.652,-1.459,-97.683,10.15,-0.031
-5054.207,1745.872,-1.461,-95.778,10.928,-0.045
-5055.472,1746.027,-1.463,-94.709,10.911,-0.058
-5056.583,1746.207,-1.465,-92.225,11.158,-0.069
-5057.653,1746.328,-1.468,-89.673,10.76,-0.083
-5058.651,1746.573,-1.471,-86.758,11.71,-0.098
-5059.661,1746.716,-1.474,-84.401,11.454,-0.116
-5060.383,1746.818,-1.478,-79.416,10.825,-0.129
-5061.54,1747.06,-1.481,-79.652,11.721,-0.145
-5062.39,1747.252,-1.484,-76.685,11.974,-0.152
-5063.181,1747.501,-1.488,-73.546,12.771,-0.162
-5064.059,1747.82,-1.491,-71.77,14.177,-0.164
-5064.88,1748.136,-1.494,-69.669,15.347,-0.174
-5065.665,1748.464,-1.497,-67.509,16.465,-0.175
-5066.223,1748.718,-1.5,-63.319,16.657,-0.176
-5066.59,1748.907,-1.503,-57.79,16.16,-0.175
-5067.425,1749.322,-1.505,-57.883,18.056,-0.171
-5068.042,1749.649,-1.507,-55.727,18.764,-0.167
-5068.476,1749.898,-1.51,-51.992,18.565,-0.164
-5069.738,1750.432,-1.51,-57.339,21.331,-0.147
-5070.517,1750.994,-1.513,-56.927,23.982,-0.147
-5071.616,1751.657,-1.516,-59.873,27.279,-0.156
-5072.688,1752.269,-1.515,-62.095,29.573,-0.127
-5073.502,1752.746,-1.515,-61.35,30.131,-0.105
-5074.314,1753.334,-1.517,-60.685,31.757,-0.108
-5075.45,1753.919,-1.517,-63.453,33.109,-0.095
-5076.305,1754.419,-1.516,-62.928,33.384,-0.068
-5076.954,1754.948,-1.515,-60.348,33.921,-0.055
-5077.405,1755.344,-1.515,-56.123,33.014,-0.045
-5078.44,1756.172,-1.515,-58.527,36.676,-0.039
-5079.215,1756.621,-1.516,-57.892,35.907,-0.039
-5079.984,1757.02,-1.516,-57.297,34.733,-0.031
-5080.546,1757.302,-1.515,-54.655,32.531,-0.026
-5081.231,1757.827,-1.515,-53.67,33.149,-0.016
-5081.727,1758.221,-1.514,-50.879,32.331,-0.009
-5082.618,1758.642,-1.512,-52.57,31.91,0.015
-5083.569,1758.996,-1.51,-54.635,30.859,0.031
-5084.366,1759.312,-1.508,-54.796,29.574,0.044
-5085.23,1759.642,-1.507,-55.635,28.623,0.053
-5085.877,1759.876,-1.505,-54.117,26.821,0.059
-5086.681,1760.346,-1.506,-54.429,27.716,0.044
-5087.283,1760.977,-1.506,-52.624,30.138,0.038
-5088.108,1761.426,-1.505,-53.386,30.322,0.036
-5088.988,1761.937,-1.508,-54.588,31.13,0.008
-5089.875,1762.431,-1.507,-55.689,31.639,0.013
-5090.64,1762.813,-1.508,-55.374,30.914,0
-5091.578,1763.082,-1.507,-56.885,29.141,0.009
-5092.286,1763.263,-1.506,-55.814,26.71,0.016
-5092.798,1763.37,-1.506,-52.878,23.889,0.02
-5093.146,1763.42,-1.505,-48.676,20.886,0.024
-5094.23,1763.845,-1.501,-52.679,22.194,0.059
-5095.413,1764.28,-1.498,-57.116,23.405,0.078
-5096.567,1764.563,-1.496,-60.594,22.877,0.089
-5097.438,1764.813,-1.491,-60.651,22.092,0.121
-5098.083,1764.99,-1.487,-58.363,20.662,0.145
-5098.936,1765.061,-1.481,-58.563,18.349,0.178
-5100.165,1765.22,-1.479,-62.605,17.296,0.169
-5101.253,1765.542,-1.478,-64.603,18.066,0.152
-5102.564,1765.653,-1.478,-68.598,16.553,0.133
-5103.575,1765.719,-1.478,-68.912,14.799,0.119
-5104.859,1765.78,-1.477,-71.998,13.24,0.104
-5105.906,1765.651,-1.478,-72.189,9.975,0.081
-5107.094,1765.722,-1.479,-73.8,9.231,0.061
-5107.988,1765.766,-1.48,-72.153,8.326,0.046
-5109.035,1765.53,-1.481,-72.317,4.671,0.021
-5109.81,1765.317,-1.483,-69.658,1.792,0.003
-5110.85,1765.269,-1.483,-70.123,1.039,0.005
-5112.085,1765.233,-1.484,-72.525,0.511,-0.01
-5113.477,1765.394,-1.487,-76.191,2.101,-0.035
-5114.643,1765.35,-1.489,-76.984,1.33,-0.046
-5115.741,1765.377,-1.49,-76.971,1.415,-0.051
-5116.843,1765.018,-1.49,-76.991,-2.487,-0.046
-5117.998,1764.797,-1.49,-77.557,-4.393,-0.037
-5119.188,1764.888,-1.489,-78.411,-2.815,-0.018
-5120.077,1764.971,-1.487,-76.028,-1.542,-0.004
-5120.708,1765.046,-1.486,-71.345,-0.542,0.006
-5122.14,1765.116,-1.484,-75.589,0.251,0.025
-5123.455,1765.155,-1.48,-78.011,0.617,0.061
-5124.833,1765.164,-1.478,-80.729,0.624,0.07
-5126.254,1765.097,-1.477,-83.483,-0.163,0.067
-5127.333,1765.039,-1.477,-82.309,-0.738,0.066
-5128.117,1764.99,-1.476,-78.278,-1.135,0.064
-5129.668,1764.815,-1.474,-82.739,-2.767,0.07
-5131.075,1764.533,-1.472,-85.049,-5.261,0.082
-5132.138,1764.298,-1.47,-83.486,-6.902,0.091
-5132.907,1764.108,-1.468,-79.122,-7.848,0.098
-5134.842,1763.662,-1.466,-87.405,-11.283,0.097
-5136.411,1763.191,-1.465,-90.706,-14.472,0.089
-5137.977,1762.907,-1.468,-93.481,-15.267,0.054
-5139.596,1762.523,-1.467,-96.407,-16.974,0.051
-5141.196,1762.048,-1.466,-98.703,-19.374,0.051
-5142.711,1761.412,-1.466,-99.785,-23.069,0.049
-5144.144,1760.977,-1.467,-99.858,-24.15,0.034
-5145.756,1760.502,-1.468,-101.767,-25.494,0.012
-5147.354,1760.121,-1.469,-103.257,-25.665,0.003
-5149.057,1759.818,-1.469,-105.596,-25.006,0.001
-5150.679,1759.293,-1.469,-106.76,-26.742,0
-5152.236,1758.774,-1.469,-107.097,-28.148,0.005
-5153.391,1758.376,-1.469,-103.23,-28.105,0.008
-5155.18,1758.185,-1.468,-106.472,-25.938,0.013
-5156.808,1757.702,-1.466,-107.567,-27.095,0.032
-5158.52,1757.153,-1.466,-109.373,-28.759,0.026
-5159.804,1756.731,-1.466,-106.503,-28.882,0.021
-5161.64,1756.241,-1.464,-109.745,-29.678,0.039
-5163.385,1755.752,-1.462,-111.571,-30.34,0.046
-5165.238,1755.37,-1.461,-114.234,-29.816,0.055
-5166.634,1755.093,-1.459,-111.81,-28.283,0.061
-5167.64,1754.904,-1.458,-105.722,-26.064,0.066
-5169.644,1754.495,-1.456,-110.8,-26.446,0.078
-5171.177,1754.188,-1.453,-110.292,-25.713,0.086
-5172.305,1753.97,-1.452,-105.677,-24.182,0.092
-5174.403,1753.53,-1.451,-111.744,-25.155,0.084
-5176.501,1753.045,-1.446,-116.911,-26.442,0.118
-5178.718,1752.554,-1.443,-122.531,-27.615,0.132
-5180.697,1752.205,-1.44,-124.882,-27.147,0.136
-5182.183,1751.952,-1.438,-121.818,-25.758,0.14
-5183.249,1751.78,-1.436,-114.872,-23.742,0.142
-5185.078,1751.318,-1.437,-116.813,-25.001,0.106
-5187.012,1751.078,-1.439,-119.545,-23.795,0.07
-5188.661,1750.826,-1.442,-118.941,-22.893,0.036
-5190.272,1750.481,-1.445,-118.028,-23.074,-0.003
-5191.452,1750.225,-1.449,-112.816,-22.321,-0.033
-5193.023,1749.842,-1.453,-112.406,-22.974,-0.067
-5194.571,1749.512,-1.455,-111.811,-22.998,-0.081
-5195.656,1749.244,-1.457,-106.529,-22.37,-0.084
-5196.893,1749.236,-1.459,-103.597,-19.161,-0.092
-5198.226,1749.061,-1.46,-102.081,-18.149,-0.089
-5199.291,1748.911,-1.462,-98.036,-17.027,-0.096
-5200.035,1748.812,-1.464,-91.28,-15.543,-0.101
-5200.922,1748.904,-1.466,-86.983,-12.306,-0.099
-5201.893,1749.096,-1.466,-84.186,-8.518,-0.087
-5202.925,1749.302,-1.467,-82.432,-5.143,-0.09
-5203.669,1749.49,-1.469,-77.968,-2.453,-0.091
-5204.765,1749.523,-1.468,-77.781,-1.754,-0.069
-5205.504,1749.77,-1.465,-73.96,1.046,-0.027
-5206.749,1749.905,-1.461,-75.896,2.284,0.017
-5207.674,1750.146,-1.458,-74.259,4.43,0.04
-5208.776,1750.337,-1.456,-74.682,5.743,0.048
-5209.808,1750.63,-1.455,-74.317,7.913,0.058
-5210.614,1750.762,-1.453,-71.685,8.111,0.069
-5211.731,1750.941,-1.451,-72.652,8.754,0.076
-5212.722,1751.111,-1.45,-72.161,9.221,0.071
-5213.448,1751.242,-1.449,-69.024,9.212,0.067
-5213.951,1751.338,-1.449,-64.054,8.851,0.064
-5214.271,1751.406,-1.448,-57.921,8.244,0.062
-5215.439,1751.425,-1.452,-61.436,7.226,0.017
-5216.827,1751.257,-1.454,-66.679,4.44,-0.004
-5218.042,1751.174,-1.456,-69.381,2.932,-0.023
-5218.986,1751.297,-1.457,-68.902,3.765,-0.034
-5220.459,1751.312,-1.459,-73.937,3.369,-0.042
-5221.863,1751.138,-1.459,-77.51,1.075,-0.042
-5223.466,1750.943,-1.458,-82.619,-1.083,-0.026
-5224.809,1750.834,-1.456,-84.284,-2.053,-0.004
-5226.074,1750.756,-1.455,-84.921,-2.548,0.014
-5227.486,1750.706,-1.454,-86.963,-2.696,0.018
-5228.686,1750.574,-1.454,-86.525,-3.656,0.016
-5230.01,1750.478,-1.452,-87.438,-4.108,0.028
-5231.172,1750.497,-1.45,-86.537,-3.305,0.046
-5232.258,1750.197,-1.448,-84.994,-5.908,0.054
-5233.38,1750.15,-1.449,-84.047,-5.52,0.042
-5234.2,1750.12,-1.449,-80.117,-5.021,0.033
-5235.41,1750.058,-1.449,-80.791,-4.917,0.026
-5236.696,1750.224,-1.448,-82.158,-2.482,0.033
-5237.704,1750.238,-1.447,-80.442,-1.978,0.035
-5238.588,1750.132,-1.447,-77.72,-2.78,0.038
-5239.658,1750.18,-1.448,-77.306,-1.879,0.023
-5240.772,1750.124,-1.45,-77.404,-2.172,-0.006
-5241.909,1750.07,-1.453,-77.728,-2.41,-0.033
-5243.181,1750.178,-1.453,-79.39,-0.94,-0.025
-5244.065,1750.299,-1.454,-76.819,0.442,-0.036
-5244.977,1750.112,-1.456,-74.901,-1.553,-0.045
-5245.629,1749.952,-1.457,-70.606,-2.967,-0.051
-5246.824,1749.98,-1.459,-72.517,-2.243,-0.057
-5247.726,1750.009,-1.46,-71.142,-1.622,-0.061
-5249.17,1750.165,-1.461,-75.545,0.229,-0.061
-5250.369,1750.28,-1.462,-76.773,1.379,-0.057
-5251.31,1750.291,-1.462,-75.169,1.288,-0.054
-5252.409,1750.332,-1.464,-75.43,1.523,-0.06
-5253.328,1750.476,-1.465,-73.795,2.779,-0.065
-5254.326,1750.553,-1.463,-73.217,3.162,-0.04
-5255.252,1750.65,-1.465,-71.99,3.692,-0.049
-5256.4,1750.73,-1.465,-73.214,3.979,-0.04
-5257.26,1750.793,-1.465,-71.304,4.039,-0.032
-5258.391,1751.03,-1.463,-72.456,5.885,-0.011
-5259.604,1751.067,-1.462,-74.294,5.4,-0.001
-5260.52,1751.089,-1.461,-72.796,4.834,0.007
-5261.757,1751.218,-1.459,-74.82,5.449,0.031
-5262.691,1751.319,-1.456,-73.44,5.694,0.049
-5263.367,1751.397,-1.454,-69.597,5.656,0.062
-5264.87,1751.826,-1.454,-74.828,9.236,0.057
-5266.035,1752.18,-1.453,-75.815,11.526,0.054
-5266.905,1752.466,-1.453,-73.63,12.774,0.051
-5268.49,1752.49,-1.452,-79.113,11.146,0.053
-5270,1752.494,-1.452,-83.028,9.547,0.041
-5271.463,1752.527,-1.452,-85.878,8.479,0.037
-5272.898,1752.532,-1.453,-88.016,7.285,0.019
-5273.98,1752.523,-1.454,-86.212,6.123,0.005
-5275.447,1752.327,-1.453,-88.638,3.199,0.019
-5276.732,1752.044,-1.451,-88.831,-0.183,0.033
-5278.012,1751.766,-1.451,-88.943,-3.02,0.03
-5279.398,1751.39,-1.451,-90.132,-6.439,0.027
-5280.726,1751.059,-1.449,-90.548,-8.9,0.034
-5281.711,1750.789,-1.448,-87.374,-10.375,0.039
-5283.082,1750.678,-1.448,-88.635,-9.99,0.034
-5284.25,1750.403,-1.447,-87.624,-11.348,0.043
-5285.618,1750.234,-1.446,-88.813,-11.418,0.046
-5286.905,1749.984,-1.445,-89.006,-12.32,0.046
-5288.248,1749.658,-1.444,-89.745,-13.864,0.046
-5289.488,1749.326,-1.446,-89.305,-15.237,0.02
-5290.398,1749.067,-1.448,-85.547,-15.666,0
-5291.723,1749.01,-1.449,-86.6,-13.954,-0.007
-5293.027,1748.789,-1.449,-87.296,-14.17,-0.009
-5293.999,1748.624,-1.45,-84.456,-13.785,-0.01
-5295.39,1748.515,-1.45,-86.359,-12.877,-0.011
-5296.827,1748.353,-1.452,-88.454,-12.652,-0.028
-5297.911,1748.236,-1.454,-86.601,-11.999,-0.04
-5298.692,1748.156,-1.455,-81.904,-11.056,-0.049
-5300.023,1747.921,-1.454,-83.567,-11.851,-0.033
-5301.576,1747.8,-1.455,-87.262,-11.359,-0.039
-5302.762,1747.715,-1.456,-86.636,-10.559,-0.043
-5304.117,1747.644,-1.457,-87.84,-9.74,-0.046
-5305.205,1747.609,-1.458,-86.126,-8.66,-0.045
-5306.443,1747.661,-1.459,-86.211,-6.856,-0.048
-5307.558,1747.796,-1.461,-85.001,-4.457,-0.063
-5308.498,1747.895,-1.463,-82.177,-2.782,-0.073
-5309.162,1747.986,-1.465,-76.932,-1.438,-0.08
-5310.35,1748.012,-1.465,-77.851,-0.953,-0.063
-5311.378,1748.152,-1.463,-76.981,0.626,-0.036
-5312.343,1748.427,-1.461,-75.595,3.363,-0.019
-5313.317,1748.51,-1.459,-74.509,3.722,0.005
-5314.428,1748.738,-1.456,-74.982,5.517,0.034
-5315.253,1748.925,-1.453,-72.449,6.632,0.055
-5316.121,1748.952,-1.451,-70.728,5.938,0.067
-5317.204,1749.084,-1.448,-71.474,6.42,0.087
-5318.059,1749.302,-1.446,-69.771,7.725,0.094
-5319.107,1749.248,-1.445,-70.298,6.033,0.095
-5319.887,1749.19,-1.443,-67.985,4.552,0.096
-5320.438,1749.132,-1.442,-63.664,3.283,0.096
-5321.608,1749.267,-1.439,-66.349,4.192,0.105
-5322.555,1749.117,-1.437,-66.33,2.023,0.115
-5323.53,1748.719,-1.437,-66.615,-2.366,0.096
-5324.327,1748.366,-1.437,-65.022,-5.649,0.076
-5325.28,1748.077,-1.437,-65.27,-7.794,0.067
-5326.119,1747.83,-1.437,-64.308,-9.196,0.06
-5326.802,1747.369,-1.437,-61.888,-12.587,0.052
-5327.464,1747.16,-1.438,-59.598,-12.888,0.029
-5328.161,1747.001,-1.437,-58.007,-12.625,0.034
-5328.538,1746.746,-1.438,-53.353,-13.398,0.022
-5328.821,1746.693,-1.44,-48.425,-11.979,0
-5329.203,1746.599,-1.442,-45.231,-11.182,-0.018
-5329.426,1746.281,-1.443,-40.878,-12.812,-0.03
-5329.372,1746.047,-1.446,-34.313,-13.329,-0.045
-5329.451,1745.904,-1.447,-30.081,-12.846,-0.049
-5329.421,1745.853,-1.448,-25.353,-11.476,-0.058
-5329.41,1745.631,-1.451,-21.504,-12.079,-0.074
-5329.298,1745.244,-1.451,-17.189,-14.287,-0.067
-5329.428,1745.038,-1.452,-16.004,-14.309,-0.059
-5329.543,1744.967,-1.452,-14.829,-12.934,-0.054
-5329.934,1744.718,-1.453,-16.671,-13.595,-0.053
-5329.844,1744.402,-1.453,-13.294,-14.85,-0.048
-5329.902,1744.207,-1.454,-11.936,-14.67,-0.053
-5330.082,1743.876,-1.456,-12.038,-15.917,-0.064
-5330.078,1743.648,-1.457,-10.225,-15.926,-0.061
-5330.158,1743.442,-1.458,-9.541,-15.703,-0.064
-5330.294,1743.196,-1.459,-9.549,-15.924,-0.059
-5330.323,1742.895,-1.459,-8.435,-16.686,-0.053
-5330.432,1742.625,-1.459,-8.317,-17.013,-0.041
-5330.715,1742.315,-1.457,-10.011,-17.705,-0.023
-5330.796,1742.063,-1.456,-9.37,-17.69,-0.006
-5330.867,1741.84,-1.455,-8.726,-17.383,0.007
-5330.827,1741.591,-1.454,-7.03,-17.393,0.011
-5330.817,1741.519,-1.453,-5.895,-15.574,0.022
-5330.635,1741.265,-1.451,-3.154,-15.896,0.032
-5330.472,1741.125,-1.452,-1.007,-15.004,0.022
-5330.588,1741.194,-1.452,-2.055,-12.087,0.02
-5330.611,1741.206,-1.452,-1.987,-10.186,0.013
-5330.567,1741.258,-1.452,-1.245,-8.156,0.009
-5330.41,1741.228,-1.453,0.558,-7.262,-0.001
-5330.337,1741.244,-1.454,1.229,-6.03,-0.004
-5330.275,1741.269,-1.454,1.678,-4.887,-0.006
-5330.226,1741.299,-1.454,1.945,-3.856,-0.008
-5330.186,1741.332,-1.454,2.067,-2.946,-0.009
-5330.319,1741.107,-1.459,0.393,-4.831,-0.05
-5330.435,1740.921,-1.463,-0.859,-6.037,-0.08
-5330.534,1740.771,-1.466,-1.751,-6.697,-0.102
-5330.616,1740.653,-1.47,-2.343,-6.926,-0.117
-5330.618,1740.311,-1.473,-2.018,-9.421,-0.127
-5330.67,1740.027,-1.474,-2.255,-10.962,-0.12
-5330.711,1739.801,-1.475,-2.344,-11.679,-0.114
-5330.742,1739.626,-1.476,-2.319,-11.76,-0.11
-5330.765,1739.496,-1.478,-2.211,-11.367,-0.106
-5330.684,1739,-1.479,-1.054,-14.806,-0.107
-5330.734,1738.689,-1.479,-1.416,-15.831,-0.088
-5330.775,1738.448,-1.479,-1.628,-15.979,-0.075
-5330.808,1738.269,-1.479,-1.723,-15.475,-0.064
-5331.122,1737.846,-1.479,-4.709,-17.553,-0.056
-5331.283,1737.277,-1.479,-5.672,-20.83,-0.05
-5331.366,1736.796,-1.484,-5.693,-22.722,-0.084
-5331.609,1736.305,-1.486,-7.361,-24.431,-0.09
-5331.785,1735.737,-1.488,-8.087,-26.684,-0.095
-5331.973,1735.177,-1.491,-8.835,-28.529,-0.112
-5332.273,1734.673,-1.493,-10.626,-29.523,-0.118
-5332.304,1734.089,-1.496,-9.381,-31.188,-0.126
-5332.475,1733.679,-1.5,-9.755,-30.819,-0.142
-5332.463,1733.195,-1.502,-8.2,-31.271,-0.144
-5332.333,1732.895,-1.504,-5.651,-29.766,-0.135
-5332.209,1732.689,-1.505,-3.551,-27.511,-0.129
-5332.096,1732.56,-1.506,-1.864,-24.787,-0.123
-5332.206,1732.044,-1.506,-2.716,-26.459,-0.099
-5332.295,1731.644,-1.505,-3.241,-26.678,-0.081
-5332.31,1731.308,-1.505,-2.909,-26.221,-0.068
-5332.625,1731.137,-1.504,-5.736,-24.124,-0.043
-5332.621,1730.847,-1.504,-4.847,-23.559,-0.04
-5332.816,1730.634,-1.504,-6.14,-22.287,-0.035
-5332.837,1730.261,-1.505,-5.456,-22.85,-0.035
-5332.846,1729.979,-1.505,-4.741,-22.388,-0.035
-5332.909,1729.75,-1.505,-4.696,-21.454,-0.024
-5333.142,1729.516,-1.505,-6.397,-20.715,-0.026
-5333.331,1729.35,-1.506,-7.408,-19.373,-0.027
-5333.205,1729.182,-1.506,-5.02,-18.259,-0.029
-5333.19,1728.622,-1.506,-4.13,-21.338,-0.023
-5333.146,1727.855,-1.506,-3.069,-26.088,-0.015
-5333.138,1727.169,-1.507,-2.533,-29.312,-0.024
-5333.126,1726.629,-1.508,-2.04,-30.567,-0.031
-5333.112,1726.216,-1.509,-1.597,-30.319,-0.035
-5332.922,1725.68,-1.508,0.599,-31.385,-0.019
-5332.855,1725.09,-1.505,1.194,-32.843,0.01
-5332.8,1724.638,-1.503,1.588,-32.657,0.032
-5332.889,1724.082,-1.5,0.443,-33.583,0.048
-5332.8,1723.414,-1.5,1.293,-35.52,0.045
-5332.692,1722.504,-1.499,2.208,-39.664,0.044
-5332.749,1721.696,-1.501,1.304,-42.15,0.025
-5332.8,1721.073,-1.502,0.585,-42.366,0.012
-5333.135,1720.361,-1.502,-2.949,-43.462,0.009
-5333.222,1719.503,-1.501,-3.415,-45.903,0.016
-5333.51,1718.599,-1.501,-5.879,-48.466,0.008
-5333.599,1717.8,-1.504,-5.925,-49.558,-0.012
-5333.777,1716.808,-1.504,-6.889,-52.484,-0.015
-5333.752,1715.977,-1.505,-5.618,-53.323,-0.024
-5333.72,1715.354,-1.506,-4.464,-51.894,-0.031
-5333.685,1714.909,-1.507,-3.44,-48.843,-0.036
-5333.713,1713.678,-1.504,-3.229,-54.325,-0.001
-5333.754,1712.388,-1.504,-3.175,-59.614,0.002
-5333.94,1710.982,-1.503,-4.62,-65.321,0.007
-5334.163,1709.917,-1.5,-6.235,-66.685,0.033
-5334.344,1709.115,-1.498,-7.188,-65.129,0.053
-5334.62,1707.535,-1.498,-8.966,-71.82,0.042
-5335.021,1706.193,-1.499,-11.776,-75.076,0.03
-5335.224,1704.625,-1.501,-12.137,-80.176,0.006
-5335.5,1703.134,-1.501,-13.195,-83.734,0
-5335.715,1701.995,-1.502,-13.469,-83.143,-0.005
-5335.972,1700.486,-1.502,-14.132,-86.446,-0.003
-5336.183,1698.969,-1.502,-14.22,-89.357,-0.006
-5336.416,1697.624,-1.503,-14.534,-90.058,-0.016
-5336.679,1695.913,-1.502,-15.102,-94.425,-0.006
-5337.075,1694.634,-1.502,-16.955,-93.712,-0.002
-5337.508,1693.224,-1.503,-18.923,-94.445,-0.013
-5337.849,1692.174,-1.504,-19.649,-91.357,-0.02
-5338.155,1690.65,-1.504,-19.907,-93.613,-0.011
-5338.663,1689.291,-1.504,-22.215,-93.84,-0.01
-5339.052,1687.745,-1.503,-22.949,-95.957,-0.001
-5339.347,1686.245,-1.503,-22.614,-97.289,0.002
-5339.562,1685.122,-1.502,-21.498,-94.533,0.004
-5339.708,1684.323,-1.502,-19.847,-88.864,0.005
-5339.924,1682.968,-1.501,-19.148,-89.74,0.014
-5340.367,1681.474,-1.501,-20.891,-91.926,0.018
-5340.827,1680.154,-1.499,-22.55,-91.989,0.025
-5341.2,1678.593,-1.5,-23.077,-94.538,0.018
-5341.481,1677.412,-1.5,-22.579,-92.787,0.013
-5341.813,1675.81,-1.499,-22.673,-95.631,0.025
-5341.974,1674.387,-1.498,-20.992,-96.219,0.027
-5342.003,1672.911,-1.499,-18.206,-97.263,0.016
-5342.304,1671.615,-1.5,-18.625,-96.298,0.003
-5342.53,1670.668,-1.501,-18.219,-91.884,-0.006
