x,y,t,0.429,2.464,-0.002
-4310.338,-1075.365,1.557,28.051,172.164,0.011
-4309.899,-1072.374,1.556,28.445,177.64,0.006
-4309.311,-1069.56,1.556,30.325,180.485,-0.002
-4308.978,-1066.744,1.555,29.292,182.926,-0.011
-4308.593,-1064.015,1.554,28.949,184.12,-0.017
-4308.211,-1061.412,1.554,28.621,183.837,-0.013
-4307.802,-1058.723,1.555,28.617,184.484,-0.005
-4307.494,-1056.051,1.555,27.581,184.863,-0.001
-4307.165,-1053.328,1.554,26.922,185.7,-0.008
-4306.88,-1050.691,1.555,25.885,185.542,-0.001
-4306.545,-1048.087,1.555,25.531,185.059,-0.001
-4306.253,-1045.495,1.555,24.781,184.533,-0.001
-4305.976,-1042.94,1.555,23.991,183.691,0.001
-4305.688,-1040.578,1.555,23.431,180.999,0.001
-4305.426,-1038.151,1.555,22.672,179.359,0.002
-4305.203,-1035.864,1.554,21.639,176.532,-0.013
-4304.939,-1033.627,1.553,21.177,173.598,-0.014
-4304.841,-1031.409,1.554,19.072,170.897,-0.007
-4304.638,-1029.095,1.554,18.355,169.589,-0.005
-4304.477,-1026.685,1.555,17.313,169.456,0.004
-4304.294,-1024.219,1.555,16.65,169.924,0.006
-4304.053,-1021.643,1.555,16.683,171.453,0.007
-4303.766,-1019.177,1.554,17.18,171.619,-0.003
-4303.521,-1016.545,1.554,17.179,173.478,-0.007
-4303.064,-1014.148,1.553,19.351,172.639,-0.018
-4302.485,-1011.68,1.552,22.474,172.658,-0.026
-4301.947,-1009.38,1.551,24.702,170.947,-0.027
-4301.422,-1006.93,1.551,26.476,171.024,-0.026
-4300.999,-1004.603,1.551,26.937,169.826,-0.024
-4300.304,-1002.102,1.551,30.13,170.604,-0.013
-4299.876,-999.642,1.551,30.1,170.833,-0.016
-4299.564,-996.953,1.552,28.89,173.399,-0.004
-4299.274,-994.542,1.552,27.623,172.708,-0.002
-4298.94,-992.022,1.552,27.004,173.254,-0.001
-4298.737,-989.545,1.553,25.123,173.276,0.005
-4298.557,-986.929,1.553,23.281,174.727,0.003
-4298.289,-984.423,1.554,22.62,174.823,0.016
-4297.988,-982.005,1.554,22.382,174.01,0.014
-4297.597,-979.565,1.554,23.127,173.536,0.011
-4297.134,-977.128,1.554,24.486,173.105,0.009
-4296.797,-974.646,1.555,24.353,173.197,0.02
-4296.459,-972.146,1.555,24.251,173.459,0.014
-4296.011,-969.696,1.554,25.295,173.172,0.005
-4295.54,-967.312,1.554,26.433,172.244,0.005
-4295.035,-964.822,1.554,27.743,172.546,-0.001
-4294.659,-962.382,1.552,27.533,172.296,-0.014
-4294.381,-959.828,1.551,26.343,173.247,-0.02
-4293.996,-957.36,1.551,26.433,173.171,-0.019
-4293.568,-954.888,1.551,26.945,173.156,-0.015
-4293.279,-952.499,1.551,25.958,172.28,-0.017
-4292.971,-950.12,1.551,25.315,171.442,-0.012
-4292.491,-947.662,1.552,26.534,171.534,0
-4292.006,-945.081,1.553,27.626,172.878,0.005
-4291.549,-942.645,1.553,28.263,172.529,0.011
-4291.082,-940.156,1.553,28.917,172.78,0.008
-4290.688,-937.668,1.554,28.713,172.984,0.01
-4290.2,-934.99,1.556,29.519,175.106,0.027
-4289.81,-932.504,1.557,29.195,174.944,0.04
-4289.484,-929.962,1.558,28.255,175.387,0.037
-4289.175,-927.481,1.558,27.281,175.133,0.038
-4288.892,-925.16,1.557,26.19,173.274,0.023
-4288.641,-922.716,1.557,24.916,172.956,0.016
-4288.416,-920.395,1.555,23.573,171.409,0
-4288.135,-918.086,1.555,22.996,169.971,-0.009
-4287.717,-915.775,1.553,23.917,168.767,-0.019
-4287.28,-913.3,1.553,24.902,169.427,-0.017
-4286.769,-910.865,1.553,26.498,169.577,-0.013
-4286.22,-908.488,1.554,28.249,169.105,-0.003
-4285.666,-906.088,1.554,29.805,168.942,-0.005
-4285.06,-903.593,1.555,31.658,169.785,0.006
-4284.485,-901.149,1.555,32.915,169.975,0.007
-4283.961,-898.544,1.555,33.468,171.793,0.001
-4283.495,-896.198,1.555,33.351,170.684,-0.001
-4283.072,-893.863,1.553,32.801,169.617,-0.017
-4282.808,-891.506,1.551,30.691,168.936,-0.028
-4282.456,-889.248,1.551,29.804,167.334,-0.026
-4282.186,-886.818,1.551,28.2,167.742,-0.025
-4281.757,-884.324,1.552,28.463,168.744,-0.014
-4281.469,-881.838,1.552,27.246,169.527,-0.013
-4281.047,-879.404,1.552,27.578,169.649,-0.004
-4280.713,-876.882,1.553,26.965,170.668,0.007
-4280.315,-874.372,1.555,27.098,171.405,0.016
-4279.903,-871.795,1.554,27.353,172.729,0.011
-4279.404,-869.219,1.555,28.467,173.838,0.015
-4278.84,-866.769,1.555,30.082,173.494,0.014
-4278.299,-864.355,1.555,31.232,172.833,0.009
-4277.73,-862.027,1.554,32.498,171.382,0.002
-4277.24,-859.67,1.553,32.762,170.437,-0.004
-4276.752,-857.344,1.553,32.964,169.321,-0.009
-4276.302,-855.04,1.552,32.748,168.138,-0.018
-4275.853,-852.645,1.55,32.559,168.065,-0.029
-4275.469,-850.264,1.549,31.724,167.859,-0.034
-4275.007,-847.899,1.548,31.812,167.52,-0.038
-4274.588,-845.622,1.549,31.451,166.329,-0.028
-4273.995,-843.181,1.548,32.929,166.996,-0.031
-4273.3,-840.707,1.548,35.244,167.9,-0.029
-4272.666,-838.097,1.548,36.59,170.077,-0.025
-4271.706,-835.601,1.548,41.083,170.764,-0.015
-4270.854,-833.352,1.548,43.81,168.807,-0.013
-4270.018,-831.063,1.548,45.975,167.542,-0.017
-4269.159,-828.893,1.548,48.059,165.24,-0.014
-4268.217,-826.719,1.548,50.685,163.317,-0.008
-4267.214,-824.447,1.548,53.557,162.691,-0.008
-4266.307,-822.095,1.548,55.027,162.977,-0.01
-4265.307,-819.8,1.549,57.221,162.633,0.003
-4264.483,-817.575,1.549,57.285,161.622,0.002
-4263.721,-815.198,1.549,56.716,162.329,0
-4262.844,-812.947,1.548,57.398,161.626,-0.006
-4261.563,-809.819,1.547,62.145,170.058,-0.017
-4260.352,-806.927,1.548,65.475,174.816,-0.009
-4259.3,-803.99,1.548,66.671,179.341,0.001
-4258.194,-801.341,1.549,68.257,180.243,0.011
-4257.253,-798.745,1.55,67.898,180.459,0.019
-4256.165,-796.305,1.55,69.115,179.039,0.012
-4255.237,-793.914,1.55,68.506,177.322,0.013
-4254.31,-791.706,1.55,67.973,173.978,0.006
-4253.526,-789.468,1.549,66.052,171.431,-0.003
-4252.661,-787.326,1.548,65.239,168.27,-0.011
-4252.007,-785.328,1.546,62.379,164.084,-0.025
-4251.311,-783.179,1.544,60.367,162.077,-0.045
-4250.679,-780.937,1.543,57.999,161.327,-0.05
-4250.062,-778.684,1.541,55.82,160.796,-0.058
-4249.316,-776.561,1.539,55.286,159.005,-0.073
-4248.526,-774.408,1.538,55.291,157.778,-0.067
-4247.61,-772.23,1.538,56.587,156.998,-0.059
-4246.493,-769.53,1.538,59.774,161.704,-0.049
-4245.347,-766.74,1.539,62.774,166.643,-0.03
-4244.135,-763.979,1.54,66.023,170.562,-0.017
-4243.043,-761.285,1.541,67.551,173.208,-0.003
-4241.896,-758.679,1.541,69.421,174.564,-0.003
-4240.918,-756.179,1.542,69.285,174.629,0.003
-4240.087,-753.662,1.543,67.652,174.859,0.01
-4239.601,-751.175,1.544,62.706,174.743,0.022
-4239.102,-748.815,1.543,58.622,173.341,0.012
-4238.669,-746.399,1.543,54.453,172.719,0.004
-4238.185,-743.948,1.542,51.431,172.554,-0.002
-4237.717,-741.522,1.542,48.686,172.151,-0.008
-4237.451,-739.147,1.541,44.262,171.281,-0.009
-4237.048,-736.779,1.541,41.897,170.469,-0.008
-4236.468,-734.387,1.541,41.715,170.023,-0.012
-4236.058,-731.931,1.54,39.801,170.303,-0.016
-4235.557,-729.631,1.539,39.106,168.934,-0.025
-4235.07,-727.394,1.538,38.365,167.118,-0.03
-4234.522,-725.213,1.538,38.363,164.997,-0.026
-4234.04,-722.875,1.539,37.686,164.803,-0.016
-4233.612,-720.446,1.538,36.549,165.573,-0.018
-4233.286,-718.054,1.537,34.533,165.847,-0.029
-4232.917,-715.713,1.536,33.252,165.553,-0.031
-4232.576,-713.267,1.535,31.869,166.39,-0.033
-4232.295,-710.931,1.536,30.073,165.959,-0.024
-4231.961,-708.442,1.535,29.086,167.178,-0.023
-4231.621,-705.924,1.537,28.314,168.518,-0.008
-4231.25,-703.478,1.537,27.972,168.909,0
-4230.952,-701.053,1.538,26.923,169.039,0.007
-4230.512,-698.584,1.539,27.488,169.594,0.013
-4229.983,-696.081,1.54,28.896,170.422,0.023
-4229.528,-693.592,1.539,29.326,170.979,0.012
-4229.146,-691.126,1.54,28.954,171.224,0.018
-4228.813,-688.722,1.54,28.121,170.786,0.016
-4228.322,-686.589,1.54,29.032,167.629,0.011
-4227.842,-684.384,1.54,29.706,165.674,0.01
-4227.469,-682.173,1.539,29.179,164.072,0.003
-4226.994,-679.838,1.54,29.78,163.982,0.004
-4226.653,-677.547,1.539,28.906,163.453,0.001
-4226.181,-675.206,1.539,29.515,163.515,-0.003
-4225.694,-672.982,1.539,30.186,162.359,-0.003
-4225.296,-670.579,1.538,29.847,163.225,-0.011
-4224.866,-668.254,1.539,29.888,163.147,-0.003
-4224.21,-665.925,1.538,32.239,163.133,-0.012
-4223.667,-663.553,1.538,33.094,163.561,-0.01
-4223.12,-661.309,1.537,33.854,162.611,-0.012
-4222.532,-659.079,1.538,34.927,161.65,-0.001
-4222.179,-656.77,1.538,33.432,161.649,-0.006
-4221.817,-654.489,1.537,32.232,161.36,-0.01
-4221.286,-652.359,1.538,32.961,159.551,-0.006
-4220.807,-650.06,1.538,33.053,159.759,0.003
-4220.245,-647.684,1.539,33.971,160.72,0.01
-4219.892,-645.373,1.539,32.611,160.876,0.008
-4219.552,-643.08,1.54,31.315,160.823,0.011
-4219.076,-640.836,1.539,31.61,160.275,0.005
-4218.57,-638.52,1.539,32.172,160.543,0.008
-4218.208,-636.28,1.539,31.161,159.988,0.004
-4217.818,-633.994,1.539,30.598,159.994,0.004
-4217.425,-631.797,1.539,30.141,159.088,0.005
-4216.91,-629.473,1.539,31.013,159.608,-0.003
-4216.561,-627.146,1.539,30.046,160.093,0.005
-4216.11,-624.874,1.538,30.268,159.944,-0.006
-4215.581,-622.588,1.538,31.266,159.955,-0.005
-4215.108,-620.268,1.538,31.536,160.316,-0.004
-4214.722,-617.828,1.539,30.866,161.85,0.002
-4214.256,-615.462,1.538,31.127,162.41,-0.006
-4213.898,-612.942,1.537,30.229,164.463,-0.017
-4213.437,-610.538,1.536,30.535,165.023,-0.027
-4212.877,-608.219,1.535,31.808,164.627,-0.031
-4212.493,-605.806,1.536,31.083,165.26,-0.017
-4212.032,-603.389,1.537,31.262,165.838,-0.001
-4211.713,-601.061,1.537,29.944,165.413,0.002
-4211.389,-598.453,1.538,28.874,167.933,0.003
-4211.001,-595.835,1.54,28.619,170.189,0.022
-4210.489,-593.362,1.54,29.691,170.616,0.026
-4210.205,-590.892,1.542,28.246,170.954,0.041
-4210.023,-588.367,1.544,25.963,171.814,0.055
-4209.886,-585.867,1.546,23.552,172.281,0.06
-4209.538,-583.491,1.546,23.675,171.4,0.056
-4209.292,-581.122,1.546,22.731,170.576,0.042
-4208.978,-578.777,1.546,22.614,169.636,0.035
-4208.688,-576.418,1.546,22.269,168.969,0.029
-4208.257,-574.058,1.546,23.434,168.415,0.027
-4207.907,-571.664,1.547,23.599,168.301,0.032
-4207.43,-569.339,1.548,25.032,167.483,0.037
-4206.907,-567.011,1.548,26.733,166.812,0.037
-4206.43,-564.748,1.549,27.713,165.576,0.036
-4206.015,-562.237,1.549,27.916,167.081,0.034
-4205.593,-559.841,1.549,28.148,167.168,0.028
-4205.19,-557.22,1.548,28.158,169.568,0.019
-4204.802,-554.827,1.546,28.013,169.27,-0.004
-4204.529,-552.403,1.544,26.701,169.326,-0.023
-4204.288,-550.102,1.544,25.258,168.116,-0.026
-4204.146,-547.844,1.543,23.004,166.64,-0.029
-4203.989,-545.416,1.542,21.24,167.119,-0.034
-4203.778,-543.035,1.542,20.283,167.057,-0.03
-4203.477,-540.679,1.543,20.401,166.739,-0.013
-4203.29,-538.455,1.543,19.328,165.115,-0.009
-4203.036,-535.984,1.544,19.1,166.269,-0.001
-4202.86,-533.593,1.545,18.103,166.432,0.008
-4202.572,-531.07,1.546,18.402,167.931,0.016
-4202.252,-528.616,1.547,18.989,168.497,0.023
-4201.936,-525.813,1.547,19.455,172.572,0.021
-4201.73,-523.384,1.548,18.716,172.202,0.024
-4201.377,-520.85,1.547,19.593,172.959,0.016
-4201.067,-518.594,1.548,19.901,170.748,0.022
-4200.737,-516.222,1.548,20.374,170.06,0.014
-4200.485,-513.951,1.548,19.97,168.424,0.019
-4200.147,-511.665,1.549,20.512,167.189,0.025
-4199.932,-509.327,1.548,19.717,166.666,0.013
-4199.675,-506.935,1.548,19.459,166.786,0.008
-4199.265,-504.517,1.548,20.815,167.148,0.005
-4198.797,-502.222,1.548,22.577,166.188,0.002
-4198.321,-499.902,1.547,24.153,165.638,-0.004
-4197.79,-497.554,1.546,26.067,165.448,-0.011
-4197.215,-495.155,1.546,28.155,165.814,-0.008
-4196.672,-492.871,1.547,29.598,164.937,-0.004
-4196.278,-490.713,1.547,29.311,162.903,-0.002
-4195.676,-487.816,1.548,31.19,168.767,0.007
-4194.829,-485.292,1.549,35.333,169.926,0.013
-4194.102,-482.64,1.549,37.617,172.241,0.015
-4193.51,-480.018,1.549,38.178,173.901,0.014
-4192.909,-477.325,1.55,38.748,176.051,0.021
-4192.361,-474.606,1.55,38.695,178.151,0.022
-4191.611,-472.05,1.552,40.717,178.266,0.03
-4190.982,-469.747,1.552,41.203,175.751,0.027
-4190.431,-467.425,1.553,40.822,173.812,0.033
-4189.947,-465.132,1.553,39.801,171.857,0.028
-4189.417,-462.804,1.552,39.411,170.548,0.018
-4188.938,-460.493,1.552,38.536,169.253,0.011
-4188.205,-458.203,1.553,40.419,167.941,0.018
-4187.559,-455.932,1.554,41.127,166.621,0.026
-4186.946,-453.626,1.554,41.385,165.856,0.027
-4186.352,-451.19,1.553,41.419,166.543,0.013
-4185.684,-448.929,1.552,42.198,165.32,-0.001
-4185.028,-446.594,1.551,42.744,165.044,-0.014
-4184.607,-444.265,1.55,40.791,164.756,-0.022
-4184.044,-441.97,1.548,40.586,164.152,-0.035
-4183.529,-439.737,1.547,39.922,162.998,-0.042
-4183.085,-437.624,1.545,38.624,160.774,-0.045
-4182.58,-435.324,1.546,38.141,160.808,-0.035
-4182.064,-433.35,1.544,37.839,157.481,-0.045
-4181.546,-431.099,1.544,37.614,157.495,-0.037
-4180.963,-428.764,1.544,38.086,158.365,-0.039
-4180.453,-426.312,1.544,37.738,160.323,-0.034
-4179.855,-423.882,1.544,38.338,161.757,-0.028
-4179.418,-421.468,1.544,37.199,162.825,-0.022
-4178.828,-419.057,1.545,37.803,163.7,-0.01
-4178.448,-416.507,1.545,36.152,165.879,-0.009
-4178.036,-414.04,1.546,35.078,166.877,0.004
-4177.641,-411.542,1.546,33.988,168.045,0.001
-4177.188,-409.067,1.546,33.659,168.812,0.003
-4176.88,-406.731,1.545,31.867,168.033,-0.007
-4176.592,-404.39,1.545,30.153,167.427,-0.005
-4176.413,-402.011,1.545,27.559,167.291,-0.002
-4176.266,-399.594,1.546,25.021,167.576,0.004
-4175.915,-397.084,1.546,24.952,168.765,0
-4175.674,-394.558,1.545,23.761,169.952,-0.002
-4175.534,-392.065,1.547,21.715,170.625,0.01
-4175.282,-389.709,1.548,21.113,169.786,0.022
-4174.989,-387.312,1.548,21.027,169.488,0.016
-4174.51,-384.82,1.548,22.866,170.214,0.015
-4174.113,-382.28,1.547,23.59,171.334,0.009
-4173.65,-379.994,1.547,24.887,169.669,0
-4173.04,-377.651,1.546,27.503,168.834,-0.006
-4172.545,-375.349,1.545,28.548,167.71,-0.01
-4172.037,-373.203,1.545,29.585,165.135,-0.013
-4171.519,-370.862,1.545,30.571,164.943,-0.011
-4170.911,-368.419,1.546,32.331,165.839,-0.003
-4170.392,-366.107,1.547,32.921,165.254,0.013
-4169.972,-363.774,1.546,32.401,164.963,0
-4169.482,-361.518,1.547,32.682,163.933,0.005
-4168.963,-359.054,1.547,33.216,165.188,0.003
-4168.562,-356.622,1.547,32.467,165.93,0.007
-4168.152,-354.134,1.548,31.909,167.135,0.013
-4167.807,-351.652,1.548,30.761,168.109,0.013
-4167.371,-349.307,1.548,30.734,167.529,0.01
-4166.933,-346.914,1.547,30.725,167.526,0.003
-4166.542,-344.497,1.547,30.222,167.776,-0.004
-4166.214,-342.023,1.546,29.154,168.564,-0.006
-4165.976,-339.568,1.545,27.321,169.051,-0.014
-4165.784,-337.064,1.546,25.28,169.969,-0.007
-4165.475,-334.515,1.545,24.747,171.212,-0.013
-4165.38,-331.983,1.545,22.075,172.095,-0.01
-4165.143,-329.464,1.545,21.274,172.721,-0.007
-4164.929,-327.004,1.545,20.352,172.64,-0.011
-4164.711,-324.678,1.545,19.6,171.201,-0.007
-4164.381,-322.237,1.544,20.116,171.154,-0.012
-4164.048,-319.966,1.544,20.586,169.362,-0.011
-4163.892,-317.621,1.544,19.159,168.588,-0.016
-4163.464,-315.293,1.543,20.752,167.758,-0.017
-4163.145,-313.027,1.544,20.983,166.42,-0.013
-4162.854,-310.572,1.543,20.899,167.215,-0.014
-4162.585,-308.307,1.544,20.581,165.944,-0.007
-4162.333,-305.752,1.545,20.152,167.842,0.004
-4162.076,-303.387,1.545,19.837,167.507,0.01
-4161.86,-300.882,1.546,19.141,168.654,0.017
-4161.763,-298.342,1.548,17.329,170.004,0.027
-4161.579,-295.792,1.549,16.67,171.253,0.032
-4161.433,-293.52,1.549,15.725,169.453,0.033
-4161.261,-291.19,1.548,15.181,168.519,0.019
-4161.133,-288.763,1.548,14.269,168.722,0.015
-4160.818,-286.507,1.548,15.412,167.137,0.011
-4160.651,-284.176,1.548,14.862,166.55,0.012
-4160.396,-282.016,1.548,15.298,164.292,0.01
-4160.1,-279.607,1.549,16.103,164.931,0.018
-4159.875,-277.393,1.551,16.05,163.465,0.031
-4159.633,-275.183,1.551,16.18,162.177,0.03
-4159.589,-272.94,1.551,14.25,161.419,0.028
-4159.445,-270.567,1.551,13.642,162.107,0.021
-4159.401,-268.254,1.552,12.087,162.084,0.024
-4159.26,-265.905,1.551,11.756,162.43,0.017
-4154.031,-257.131,1.55,63.862,228.861,0.004
-4149.455,-249.4,1.549,101.577,274.794,-0.005
-4145.709,-242.592,1.548,125.202,304.461,-0.017
-4142.559,-236.629,1.547,139.218,321.079,-0.024
-4139.981,-231.609,1.546,145.284,325.536,-0.026
-4138.003,-227.215,1.547,144.284,322.892,-0.016
-4136.413,-223.283,1.548,139.434,315.89,-0.007
-4135.325,-219.813,1.55,130.129,305.155,0.014
-4134.516,-216.625,1.551,119.321,293.089,0.024
-4134.161,-213.824,1.552,105.42,278.829,0.029
-4133.966,-211.346,1.553,91.922,263.328,0.03
-4133.903,-208.904,1.553,79.059,249.746,0.028
-4133.928,-206.83,1.553,67.168,234.361,0.025
-4134.034,-204.911,1.552,56.207,219.649,0.01
-4134.178,-203.08,1.552,46.451,206.198,0.013
-4134.368,-201.225,1.552,37.666,194.973,0.003
-4134.446,-199.388,1.552,31.325,185.211,0.01
-4134.604,-197.333,1.552,25.097,179.122,0.01
-4134.771,-195.19,1.552,19.675,174.842,0.004
-4134.902,-193.045,1.554,15.435,171.214,0.018
-4134.875,-190.766,1.554,13.451,169.498,0.017
-4134.838,-188.535,1.554,11.849,167.539,0.02
-4134.888,-186.507,1.555,9.597,163.768,0.026
-4134.7,-184.395,1.556,10.117,161.432,0.026
-4134.457,-182.237,1.556,11.131,159.902,0.022
-4134.374,-180.08,1.556,10.346,158.596,0.021
-4134.314,-177.927,1.555,9.445,157.435,0.013
-4134.125,-175.795,1.554,10.007,156.231,-0.001
-4133.998,-173.703,1.553,9.834,154.786,-0.014
-4133.691,-171.211,1.554,11.551,157.685,0.002
-4138.478,-174.916,1.556,-39.428,96.35,0.016
-4137.395,-171.557,1.557,-22.483,116.754,0.025
-4136.458,-168.212,1.557,-9.527,134.023,0.025
-4135.612,-164.997,1.558,0.578,147.411,0.029
-4134.815,-161.732,1.558,8.699,159.341,0.029
-4134.136,-158.581,1.559,14.408,168.346,0.026
-4133.479,-155.685,1.558,19.061,173.399,0.013
-4132.872,-152.774,1.557,22.506,177.873,0.01
-4132.286,-150.068,1.556,25.222,179.563,-0.002
-4131.701,-147.409,1.556,27.541,180.534,-0.002
-4131.408,-144.802,1.558,26.501,180.819,0.011
-4130.962,-142.478,1.558,27.193,178.149,0.009
-4130.524,-140.07,1.557,27.709,176.738,0.004
-4130.263,-137.718,1.556,26.317,174.961,-0.005
-4130.057,-135.236,1.556,24.574,174.788,-0.004
-4129.833,-132.815,1.557,23.262,174.004,0.005
-4129.537,-130.587,1.558,22.884,171.348,0.015
-4129.227,-128.33,1.558,22.719,169.384,0.008
-4128.862,-126.12,1.556,23.131,167.226,-0.007
-4128.457,-123.777,1.555,23.895,166.756,-0.024
-4127.998,-121.564,1.553,25.112,165.012,-0.033
-4127.541,-119.39,1.553,26.126,163.119,-0.032
-4127.098,-117.202,1.554,26.836,161.661,-0.02
-4126.709,-114.96,1.554,26.897,160.96,-0.013
-4126.242,-112.798,1.556,27.746,159.546,0.005
-4125.814,-110.633,1.557,28.076,158.373,0.016
-4125.345,-108.552,1.558,28.77,156.501,0.027
-4124.785,-106.577,1.559,30.311,153.819,0.028
-4124.358,-104.617,1.56,30.241,151.377,0.032
-4123.953,-102.5,1.56,29.969,150.91,0.028
-4123.386,-100.424,1.562,31.393,150.086,0.042
-4122.872,-98.295,1.562,32.07,149.928,0.035
-4122.169,-95.864,1.563,34.592,152.905,0.04
-4121.447,-93.312,1.562,36.939,156.688,0.027
-4120.699,-90.946,1.563,39.204,158.004,0.033
-4119.865,-88.597,1.564,42.027,158.954,0.037
-4118.907,-86.165,1.564,45.703,160.606,0.033
-4118.201,-83.679,1.564,46.251,162.586,0.032
-4117.618,-81.135,1.564,45.453,164.861,0.025
-4116.875,-78.6,1.564,46.42,166.717,0.022
-4116.299,-76.021,1.564,45.518,168.745,0.015
-4115.78,-73.423,1.563,44.174,170.672,0.005
-4115.224,-70.843,1.562,43.399,172.129,-0.008
-4114.69,-68.344,1.56,42.512,172.545,-0.02
-4114.198,-65.988,1.558,41.319,171.42,-0.036
-4113.811,-63.516,1.558,39.237,171.665,-0.035
-4113.389,-61.142,1.557,37.802,170.856,-0.041
-4112.945,-58.722,1.556,36.817,170.639,-0.041
-4112.485,-56.469,1.555,36.139,168.74,-0.041
-4112.195,-54.083,1.555,33.803,168.488,-0.044
-4111.762,-51.592,1.554,33.297,169.354,-0.043
-4111.439,-49.153,1.554,31.725,169.55,-0.04
-4111.131,-46.66,1.553,30.224,170.279,-0.041
-4110.77,-44.007,1.553,29.502,172.553,-0.037
-4110.406,-41.089,1.551,28.903,177.213,-0.044
-4109.974,-38.197,1.551,29.108,180.924,-0.042
-4109.579,-35.476,1.551,28.896,182.329,-0.036
-4109.281,-32.903,1.55,27.708,182,-0.041
-4108.799,-30.211,1.549,28.59,182.952,-0.04
-4108.308,-27.599,1.55,29.451,182.929,-0.025
-4107.824,-25.05,1.551,30.096,182.278,-0.015
-4107.32,-22.558,1.551,30.854,181.123,-0.008
-4106.778,-20.018,1.552,31.899,180.628,-0.001
-4106.248,-17.599,1.553,32.672,178.965,0.008
-4105.803,-15.224,1.552,32.445,177.104,0.001
-4105.415,-12.771,1.552,31.669,176.305,0
-4105.035,-10.278,1.552,30.916,176.043,-0.006
-4104.722,-7.816,1.551,29.596,175.494,-0.014
-4104.442,-5.527,1.55,28.121,173.257,-0.017
-4104.237,-2.942,1.551,26.095,174.383,-0.01
-4103.936,-0.528,1.55,25.359,173.59,-0.013
-4103.616,1.952,1.55,24.926,173.592,-0.01
-4103.385,4.363,1.551,23.643,172.877,-0.005
-4103.049,6.823,1.552,23.618,172.786,0.008
-4102.619,9.356,1.552,24.578,173.45,0.007
-4102.181,11.917,1.552,25.465,174.301,0.008
-4101.598,14.373,1.552,27.728,173.958,0.002
-4101.099,16.75,1.552,28.787,172.839,0.002
-4100.537,19.094,1.552,30.336,171.551,0.007
-4100.012,21.507,1.553,31.28,171.169,0.011
-4099.58,23.896,1.553,31.132,170.583,0.01
-4099.323,26.128,1.552,29.196,168.48,-0.002
-4098.964,28.392,1.552,28.598,167.004,0
-4098.592,30.548,1.551,28.219,164.637,-0.006
-4098.316,32.681,1.55,26.912,162.382,-0.02
-4098.073,34.82,1.55,25.456,160.526,-0.01
-4097.819,37.001,1.552,24.327,159.371,0.003
-4097.506,39.229,1.553,23.969,158.865,0.015
-4097.149,41.483,1.554,24.121,158.713,0.027
-4096.793,43.82,1.555,24.239,159.423,0.028
-4096.458,46.104,1.556,24.125,159.489,0.039
-4095.956,48.509,1.555,25.746,160.794,0.022
-4095.503,50.84,1.556,26.622,161.145,0.021
-4094.924,53.486,1.555,28.667,164.682,0.016
-4094.464,56.06,1.554,29.185,166.965,0
-4094.01,58.545,1.553,29.56,167.992,-0.012
-4093.53,60.943,1.551,30.158,167.972,-0.03
-4093.195,64.112,1.548,29.176,175.894,-0.049
-4092.769,67.034,1.546,29.273,180.109,-0.064
-4092.446,69.914,1.543,28.287,183.266,-0.076
-4092.167,72.774,1.541,27.002,185.755,-0.085
-4091.834,75.457,1.54,26.453,186.064,-0.089
-4091.308,78.211,1.537,27.977,187.05,-0.099
-4090.874,80.763,1.535,28.337,185.814,-0.104
-4090.328,83.252,1.534,29.784,184.106,-0.094
-4090.001,85.707,1.533,28.773,182.304,-0.09
-4089.5,88.081,1.534,29.702,179.936,-0.071
-4089.059,90.33,1.532,29.875,176.618,-0.076
-4083.617,99.664,1.539,81.501,246.738,-0.002
-4079.015,108.137,1.544,116.889,297.681,0.044
-4075.078,115.263,1.549,140.227,327.263,0.086
-4071.935,121.676,1.553,151.963,345.145,0.109
-4069.678,127.347,1.556,152.845,352.767,0.13
-4067.766,131.904,1.558,150.055,347.804,0.13
-4066.411,136.045,1.561,141.942,339.279,0.131
-4065.427,139.587,1.561,131.19,325.849,0.119
-4064.814,142.062,1.562,118.205,303.404,0.109
-4064.226,144.849,1.563,106.876,287.484,0.105
-4063.635,147.257,1.562,97.248,269.994,0.077
-4063.177,149.681,1.564,87.664,255.234,0.08
-4063.175,151.937,1.565,74.79,240.929,0.078
-4062.968,154.22,1.565,65.923,228.99,0.069
-4062.864,156.391,1.565,57.296,217.669,0.061
-4062.668,158.51,1.566,50.885,207.475,0.06
-4062.591,160.945,1.567,44.195,202.026,0.061
-4062.551,163.209,1.567,38.111,195.619,0.054
-4062.39,165.169,1.566,34.156,187.025,0.031
-4062.373,167.067,1.565,29.31,179.067,0.024
-4062.358,169.065,1.564,25.16,173.295,0.007
-4062.104,171.716,1.563,24.067,175.107,-0.003
-4062,174.488,1.562,21.598,177.883,-0.01
-4061.746,177.284,1.561,21.035,180.509,-0.022
-4061.538,180.092,1.559,20.083,182.874,-0.038
-4061.292,182.787,1.56,19.671,183.724,-0.023
-4060.764,185.502,1.559,22.206,184.647,-0.023
-4060.318,188.268,1.56,23.537,185.975,-0.013
-4059.777,190.769,1.558,25.639,184.364,-0.026
-4059.374,193.253,1.558,26.023,182.82,-0.023
-4058.871,195.491,1.559,27.375,178.975,-0.014
-4058.437,197.877,1.558,27.811,177.221,-0.024
-4058.114,200.339,1.558,27.054,176.507,-0.02
-4057.565,202.477,1.559,28.724,172.554,-0.008
-4057.229,204.895,1.558,27.959,172.07,-0.014
