Index,Time,debug_X,debug_Y,((robot).imu)->data[10]
75138,75.138324,185.300003,-2226.3999,11.0797119
75139,75.139339,185.300003,-2226.3999,11.0797119
75140,75.140327,185.300003,-2226.3999,11.0797119
75141,75.141325,185.300003,-2226.3999,11.0797119
75142,75.142328,185.300003,-2226.3999,11.0797119
75143,75.143327,185.300003,-2226.3999,11.0797119
75144,75.144322,185.300003,-2226.3999,11.0797119
75145,75.145328,185.300003,-2226.3999,11.0797119
75146,75.146323,185.300003,-2226.3999,11.0797119
75147,75.147325,185.300003,-2226.3999,11.0797119
75148,75.148328,185.300003,-2226.3999,11.0797119
75149,75.149368,185.300003,-2226.3999,11.0797119
75150,75.150323,185.300003,-2226.3999,11.0797119
75151,75.151326,185.300003,-2226.3999,11.0797119
75152,75.152325,185.300003,-2226.3999,11.0797119
75153,75.153328,185.300003,-2226.3999,11.0797119
75154,75.154327,185.300003,-2226.3999,11.0797119
75155,75.155322,185.300003,-2226.3999,11.0797119
75156,75.156329,185.300003,-2226.3999,11.0797119
75157,75.157327,185.300003,-2226.3999,11.0797119
75158,75.158327,185.300003,-2226.3999,11.0797119
75159,75.159322,185.300003,-2226.3999,11.0797119
75160,75.160329,185.300003,-2226.3999,11.0797119
75161,75.161358,185.300003,-2226.3999,11.0797119
75162,75.162329,185.300003,-2226.3999,11.0797119
75163,75.163325,185.300003,-2226.3999,11.0797119
75164,75.164324,185.300003,-2226.3999,11.0797119
75165,75.165328,185.300003,-2226.3999,11.0797119
75166,75.166327,185.300003,-2226.3999,11.0797119
75167,75.167326,185.300003,-2226.3999,11.0797119
75168,75.168325,185.300003,-2226.3999,11.0797119
75169,75.169329,185.300003,-2226.3999,11.0797119
75170,75.170328,185.300003,-2226.3999,11.0797119
75171,75.171324,185.300003,-2226.3999,11.0797119
75172,75.172337,185.300003,-2226.3999,11.0797119
75173,75.173344,185.300003,-2226.3999,11.0797119
75174,75.174324,185.300003,-2226.3999,11.0797119
75175,75.175323,185.300003,-2226.3999,11.0797119
75176,75.176327,185.300003,-2226.3999,11.0797119
75177,75.177329,185.300003,-2226.3999,11.0797119
75178,75.178325,185.300003,-2226.3999,11.0797119
75179,75.179324,185.300003,-2226.3999,11.0797119
75180,75.180328,185.300003,-2226.3999,11.0797119
75181,75.181327,185.300003,-2226.3999,11.0797119
75182,75.182323,185.300003,-2226.3999,11.0797119
75183,75.183343,185.300003,-2226.3999,11.0797119
75184,75.184323,185.300003,-2226.3999,11.0797119
75185,75.185322,185.300003,-2226.3999,11.0797119
75186,75.186326,185.300003,-2226.3999,11.0797119
75187,75.187327,185.300003,-2226.3999,11.0797119
75188,75.188329,185.300003,-2226.3999,11.0797119
75189,75.189328,185.300003,-2226.3999,11.0797119
75190,75.190322,185.300003,-2226.3999,11.0797119
75191,75.191329,185.300003,-2226.3999,11.0797119
75192,75.192324,185.300003,-2226.3999,11.0797119
75193,75.193322,185.300003,-2226.3999,11.0797119
75194,75.194343,185.300003,-2226.3999,11.0797119
75195,75.195323,185.300003,-2226.3999,11.0797119
75196,75.196329,185.300003,-2226.3999,11.0797119
75197,75.197327,185.300003,-2226.3999,11.0797119
75198,75.198325,185.300003,-2226.3999,11.0797119
75199,75.199328,185.300003,-2226.3999,11.0797119
75200,75.200327,185.300003,-2226.3999,11.0797119
75201,75.201322,185.300003,-2226.3999,11.0797119
75202,75.202328,185.300003,-2226.3999,11.0797119
75203,75.203323,185.300003,-2226.3999,11.0797119
75204,75.204336,185.300003,-2226.3999,11.0797119
75205,75.205327,185.300003,-2226.3999,11.0797119
75206,75.206322,185.300003,-2226.3999,11.0797119
75207,75.207324,185.300003,-2226.3999,11.0797119
75208,75.208327,185.300003,-2226.3999,11.0797119
75209,75.209325,185.300003,-2226.3999,11.0797119
75210,75.210328,185.300003,-2226.3999,11.0797119
75211,75.211327,185.300003,-2226.3999,11.0797119
75212,75.212322,185.300003,-2226.3999,11.0797119
75213,75.213328,185.300003,-2226.3999,11.0797119
75214,75.214348,185.300003,-2226.3999,11.0797119
75215,75.215340,185.300003,-2226.3999,11.0797119
75216,75.216327,185.300003,-2226.3999,11.0797119
75217,75.217329,185.300003,-2226.3999,11.0797119
75218,75.218324,185.300003,-2226.3999,11.0797119
75219,75.219323,185.300003,-2226.3999,11.0797119
75220,75.220326,185.300003,-2226.3999,11.0797119
75221,75.221324,185.300003,-2226.3999,11.0797119
75222,75.222328,185.300003,-2226.3999,11.0797119
75223,75.223327,185.300003,-2226.3999,11.0797119
75224,75.224323,185.300003,-2226.3999,11.0797119
75225,75.225322,185.300003,-2226.3999,11.0797119
75226,75.226340,185.300003,-2226.3999,11.0797119
