x,y,1.444,-0.084,-1.489,0
-4691.646,-1404.908,1.528,-54.982,-180.201,0.004
-4692.478,-1407.515,1.529,-55.463,-180.54,0.011
-4693.332,-1410.148,1.529,-56.088,-181.096,0.009
-4693.942,-1412.651,1.53,-54.124,-180.225,0.016
-4694.62,-1415.13,1.53,-53.141,-179.241,0.015
-4695.307,-1417.677,1.531,-52.405,-179.101,0.02
-4696.097,-1420.127,1.532,-52.829,-177.988,0.028
-4696.837,-1422.455,1.533,-52.683,-175.769,0.029
-4697.597,-1424.96,1.533,-52.749,-175.711,0.029
-4698.47,-1427.552,1.532,-53.982,-176.556,0.019
-4699.235,-1430.27,1.532,-53.917,-178.568,0.013
-4699.914,-1432.888,1.532,-52.983,-179.258,0.007
-4700.792,-1435.497,1.531,-54.224,-179.757,-0.001
-4701.675,-1438.167,1.53,-55.343,-180.803,-0.011
-4702.561,-1440.59,1.53,-56.323,-179.163,-0.012
-4703.355,-1443.153,1.528,-56.221,-179.197,-0.021
-4704.109,-1445.688,1.529,-55.714,-178.934,-0.017
-4704.914,-1448.168,1.53,-55.8,-178.154,-0.001
-4705.559,-1450.735,1.53,-54.232,-178.379,0.001
-4706.159,-1453.294,1.53,-52.435,-178.487,0.001
-4706.629,-1455.762,1.532,-49.563,-177.654,0.015
-4707.28,-1459.069,1.531,-48.98,-185.566,0.007
-4707.923,-1462.281,1.531,-48.395,-191.337,0.002
-4708.747,-1465.534,1.53,-49.757,-196.696,0
-4709.358,-1468.574,1.53,-48.731,-199.062,-0.006
-4710.08,-1471.436,1.529,-48.995,-199.244,-0.015
-4710.852,-1474.195,1.528,-49.742,-198.344,-0.016
-4711.657,-1476.895,1.528,-50.712,-196.97,-0.015
-4712.478,-1479.484,1.528,-51.701,-194.66,-0.013
-4713.15,-1481.953,1.529,-51.017,-191.451,-0.004
-4713.735,-1484.558,1.529,-49.542,-190.113,-0.008
-4714.295,-1487.091,1.528,-48.016,-188.23,-0.008
-4714.764,-1489.622,1.528,-45.788,-186.6,-0.009
-4715.319,-1492.027,1.529,-44.77,-183.913,-0.001
-4715.915,-1494.544,1.529,-44.31,-182.78,-0.004
-4716.697,-1496.929,1.529,-45.855,-180.457,-0.002
-4717.419,-1499.395,1.529,-46.538,-179.3,-0.003
-4718.177,-1502.046,1.528,-47.494,-180.223,-0.01
-4718.906,-1504.711,1.528,-48.022,-181.151,-0.006
-4719.598,-1507.176,1.528,-48.078,-179.889,-0.006
-4720.36,-1509.674,1.528,-48.854,-179.154,-0.008
-4720.89,-1512.282,1.528,-47.129,-179.648,-0.008
-4721.531,-1514.769,1.527,-46.794,-178.829,-0.013
-4722.265,-1517.148,1.527,-47.47,-177.025,-0.01
-4722.947,-1519.632,1.528,-47.506,-176.562,-0.002
-4723.637,-1522.032,1.527,-47.627,-175.303,-0.005
-4724.265,-1524.599,1.527,-47.084,-175.942,-0.006
-4724.954,-1527.155,1.527,-47.252,-176.381,-0.007
-4725.561,-1529.763,1.527,-46.55,-177.294,-0.003
-4726.27,-1532.333,1.528,-47.009,-177.675,0.002
-4726.815,-1534.984,1.528,-45.7,-178.841,0
-4727.438,-1537.527,1.526,-45.389,-178.715,-0.011
-4728.018,-1540.087,1.526,-44.69,-178.786,-0.01
-4728.544,-1542.6,1.527,-43.538,-178.367,-0.004
-4729.26,-1545.013,1.527,-44.501,-176.975,-0.004
-4730.085,-1547.562,1.527,-46.454,-177.189,-0.001
-4730.908,-1550.005,1.528,-48.095,-176.279,0.012
-4731.913,-1552.63,1.53,-51.364,-177.373,0.022
-4732.671,-1555.184,1.53,-51.617,-177.585,0.02
-4733.487,-1557.735,1.529,-52.424,-177.725,0.014
-4734.244,-1560.453,1.529,-52.505,-179.574,0.01
-4734.854,-1563.08,1.529,-51.071,-180.208,0.005
-4735.442,-1565.31,1.527,-49.612,-176.66,-0.01
-4735.84,-1567.197,1.522,-46.411,-170.107,-0.057
-4736.065,-1568.527,1.513,-41.901,-158.783,-0.132
-4736.203,-1569.115,1.504,-37.153,-141.488,-0.201
-4736.183,-1569.224,1.496,-31.487,-121.793,-0.239
-4736.115,-1568.8,1.491,-26.152,-99.522,-0.256
-4735.924,-1568.24,1.486,-20.347,-79.116,-0.258
-4735.74,-1567.633,1.484,-15.458,-61.239,-0.244
-4735.653,-1566.868,1.481,-12.286,-44.355,-0.234
-4735.487,-1566.167,1.48,-8.777,-30.619,-0.209
-4735.281,-1565.611,1.479,-5.361,-20.389,-0.185
-4735.25,-1565.22,1.479,-4.252,-13.368,-0.161
-4735.126,-1564.812,1.479,-2.359,-7.193,-0.137
-4735.01,-1564.499,1.48,-0.812,-2.916,-0.112
-4734.829,-1564.209,1.479,1.17,0.499,-0.104
-4734.704,-1563.816,1.478,2.286,4.468,-0.101
-4734.652,-1563.517,1.478,2.481,6.886,-0.079
-4734.588,-1563.364,1.479,2.775,7.449,-0.057
-4734.562,-1563.205,1.48,2.646,7.99,-0.043
-4734.483,-1563.126,1.481,3.061,7.634,-0.028
-4734.393,-1563.082,1.482,3.545,6.964,-0.018
-4734.299,-1562.975,1.483,3.988,7.037,-0.004
-4734.337,-1562.927,1.484,3.011,6.5,0.011
-4734.369,-1562.904,1.484,2.233,5.783,0.007
-4734.502,-1562.757,1.484,0.539,6.439,0.006
-4734.389,-1562.825,1.484,1.627,4.801,0.009
-4734.445,-1562.772,1.485,0.801,4.634,0.014
-4734.452,-1562.94,1.485,0.623,2.227,0.009
-4734.493,-1562.84,1.487,0.104,2.93,0.026
-4734.542,-1562.504,1.489,-0.414,5.95,0.041
-4734.423,-1561.68,1.49,0.868,13.56,0.045
-4734.266,-1560.374,1.49,2.359,25.014,0.043
-4733.887,-1558.548,1.491,5.91,40.127,0.041
-4733.211,-1556.238,1.491,12,58.015,0.033
-4732.294,-1553.465,1.49,19.676,78.021,0.02
-4731.59,-1550.39,1.49,24.029,98.213,0.015
-4730.779,-1547.332,1.488,28.844,115.245,0.003
-4729.551,-1543.567,1.489,37.248,137.058,0.005
-4728.499,-1539.952,1.487,42.598,154.112,-0.008
-4727.518,-1536.65,1.486,46.437,165.443,-0.024
-4726.542,-1533.431,1.486,49.653,174.246,-0.021
-4725.686,-1530.528,1.486,51.163,178.514,-0.018
-4724.932,-1527.577,1.486,51.399,182.636,-0.011
-4724.332,-1524.766,1.486,50.018,184.718,-0.011
-4723.803,-1521.859,1.486,48.107,187.473,-0.011
-4723.27,-1519.08,1.486,46.523,188.513,-0.004
-4722.727,-1516.278,1.487,45.268,189.633,0.003
-4722.31,-1513.702,1.487,42.901,188.268,0.006
-4721.652,-1511.17,1.488,43.365,186.64,0.012
-4720.979,-1508.8,1.488,43.919,183.596,0.013
-4720.3,-1506.38,1.489,44.451,181.503,0.014
-4719.676,-1503.913,1.489,44.331,180.211,0.013
-4719.054,-1501.457,1.489,44.217,178.986,0.015
-4718.438,-1499.012,1.489,44.06,177.835,0.008
-4717.872,-1496.553,1.489,43.402,176.997,0.011
-4717.184,-1494.005,1.489,44.106,177.2,0.006
-4716.544,-1491.53,1.49,44.201,176.621,0.014
-4715.875,-1489.083,1.489,44.587,175.836,0.004
-4715.322,-1486.685,1.489,43.731,174.658,0.01
-4714.724,-1484.291,1.49,43.452,173.62,0.013
-4714.062,-1482.059,1.489,43.871,171.066,0.002
-4713.351,-1479.718,1.488,44.746,170.01,-0.005
-4712.7,-1477.331,1.488,44.872,169.574,-0.009
-4712.14,-1474.927,1.488,44.036,169.391,-0.005
-4711.417,-1472.527,1.486,44.999,169.182,-0.021
-4710.809,-1470.196,1.486,44.645,168.299,-0.02
-4710.08,-1467.742,1.487,45.587,168.812,-0.012
-4709.276,-1465.32,1.488,47.147,168.916,0.004
-4708.453,-1462.923,1.489,48.697,168.749,0.015
-4707.667,-1460.379,1.49,49.619,170.125,0.017
-4706.953,-1457.836,1.491,49.678,171.286,0.023
-4706.251,-1455.265,1.491,49.59,172.556,0.025
-4705.769,-1452.775,1.491,47.262,172.818,0.024
-4705.365,-1450.179,1.491,44.47,174.128,0.015
-4704.993,-1447.682,1.491,41.766,174.217,0.017
-4704.524,-1445.265,1.491,40.445,173.482,0.013
-4704.165,-1442.784,1.493,38.195,173.513,0.026
-4703.679,-1440.381,1.493,37.584,172.727,0.021
-4703.173,-1437.802,1.493,37.261,173.874,0.023
-4702.505,-1435.415,1.493,38.664,172.883,0.021
-4701.717,-1432.928,1.494,41.09,173.058,0.021
-4700.966,-1430.458,1.493,42.777,173.033,0.015
-4700.155,-1427.885,1.494,44.832,174.073,0.02
-4699.402,-1425.319,1.494,45.988,174.889,0.011
-4698.751,-1422.868,1.493,45.932,174.4,0.004
-4698.147,-1420.533,1.491,45.391,172.795,-0.013
-4697.674,-1418.131,1.491,43.586,172.11,-0.011
-4697.109,-1415.887,1.49,42.995,169.901,-0.022
-4696.49,-1413.698,1.49,43.045,167.447,-0.017
-4695.726,-1411.423,1.49,44.578,166.241,-0.011
-4695.097,-1409.076,1.49,44.493,165.956,-0.016
-4694.241,-1406.626,1.491,46.77,166.765,-0.004
-4693.437,-1404.171,1.491,48.164,167.521,0.002
-4692.677,-1401.65,1.491,48.909,168.831,0
-4691.909,-1399.092,1.491,49.615,170.338,0
-4691.113,-1396.423,1.492,50.517,172.76,0.003
-4690.239,-1393.941,1.492,52.079,172.905,0.008
-4689.335,-1391.329,1.492,53.733,174.368,0.006
-4688.472,-1388.914,1.492,54.714,173.585,0.002
-4687.722,-1386.468,1.49,54.39,173.237,-0.009
-4686.917,-1384.204,1.49,54.67,171.066,-0.01
-4686.19,-1381.887,1.491,54.123,169.76,0.001
-4685.584,-1379.611,1.49,52.401,168.231,-0.007
-4684.978,-1377.14,1.49,50.93,168.928,-0.009
-4684.551,-1374.799,1.489,47.834,168.181,-0.022
-4683.932,-1372.353,1.488,47.175,168.625,-0.02
-4683.266,-1369.913,1.488,47.091,168.944,-0.019
-4682.7,-1367.408,1.488,45.993,169.888,-0.019
-4681.896,-1365,1.488,47.511,169.697,-0.016
-4680.971,-1362.589,1.487,50.043,169.559,-0.021
-4680.033,-1360.079,1.487,52.334,170.463,-0.023
-4679.285,-1357.737,1.485,52.344,169.501,-0.033
-4678.639,-1355.413,1.485,51.295,168.494,-0.03
-4678.066,-1353.062,1.485,49.646,167.92,-0.029
-4677.479,-1350.722,1.485,48.391,167.317,-0.022
-4676.837,-1348.408,1.485,47.887,166.53,-0.017
-4676.248,-1346.002,1.485,46.905,166.81,-0.015
-4675.722,-1343.557,1.485,45.421,167.45,-0.014
-4675.156,-1341.091,1.485,44.569,168.203,-0.011
-4674.562,-1338.667,1.485,44.134,168.427,-0.01
-4674.147,-1336.224,1.486,41.905,168.808,0.002
-4673.449,-1333.812,1.487,42.932,168.813,0.014
-4672.663,-1331.328,1.488,44.711,169.555,0.015
-4672.015,-1328.763,1.488,44.804,171.022,0.012
-4671.309,-1326.381,1.489,45.486,170.389,0.019
-4670.733,-1323.89,1.49,44.726,170.979,0.025
-4669.889,-1321.486,1.49,46.838,170.587,0.024
-4669.068,-1318.884,1.49,48.4,172.287,0.025
-4668.367,-1316.523,1.49,48.499,171.249,0.019
-4667.548,-1314.021,1.49,49.793,171.826,0.016
-4666.815,-1311.52,1.489,50.018,172.297,0.008
-4666.173,-1308.98,1.489,49.276,173.106,0.005
-4665.486,-1306.728,1.489,49.098,170.835,-0.001
-4664.919,-1304.416,1.487,47.715,169.511,-0.012
-4664.431,-1302.189,1.486,45.728,167.504,-0.019
-4663.916,-1299.794,1.486,44.305,167.524,-0.026
-4663.383,-1297.427,1.484,43.272,167.255,-0.033
-4662.754,-1295.007,1.484,43.376,167.58,-0.034
-4662.026,-1292.554,1.484,44.5,168.181,-0.031
-4661.259,-1290.14,1.484,45.849,168.304,-0.021
-4660.498,-1287.629,1.484,46.947,169.398,-0.016
-4659.728,-1285.168,1.485,47.964,169.819,-0.009
-4658.943,-1282.682,1.485,48.988,170.439,-0.003
-4658.176,-1280.126,1.487,49.679,171.685,0.01
-4657.662,-1277.641,1.487,47.666,172.013,0.011
-4656.958,-1275.14,1.487,47.911,172.466,0.013
-4656.382,-1272.503,1.486,46.786,174.254,-0.001
-4655.67,-1270.069,1.484,47.236,173.683,-0.018
-4654.929,-1267.547,1.485,47.917,174.102,-0.008
-4654.162,-1265.04,1.485,48.771,174.305,-0.006
-4653.521,-1262.604,1.486,48.188,173.753,0.001
-4652.846,-1260.285,1.486,48.057,172.067,0.006
-4652.222,-1257.917,1.486,47.41,171.146,0.002
-4651.542,-1255.375,1.486,47.443,172.137,-0.001
-4650.979,-1252.96,1.486,46.255,171.689,0.004
-4650.448,-1250.515,1.487,44.92,171.611,0.009
-4649.788,-1248.115,1.488,45.113,171.079,0.02
-4648.914,-1245.765,1.488,47.478,170.108,0.018
-4648.129,-1243.303,1.487,48.574,170.438,0.009
-4647.385,-1240.809,1.487,49.089,171.042,0.005
-4646.624,-1238.514,1.486,49.709,169.522,-0.006
-4645.832,-1236.119,1.486,50.553,169.246,-0.01
-4645.187,-1233.828,1.485,49.753,167.932,-0.014
-4644.625,-1231.422,1.484,48.225,168.009,-0.022
-4644.028,-1229.016,1.484,47.277,168.074,-0.019
-4643.479,-1226.573,1.486,45.977,168.506,0
-4642.727,-1224.079,1.487,46.956,169.393,0.011
-4641.945,-1221.684,1.487,48.093,169.136,0.008
-4641.148,-1219.156,1.487,49.223,170.292,0.012
-4640.38,-1216.564,1.486,49.899,171.927,-0.001
-4639.602,-1214.096,1.485,50.567,172.048,-0.005
-4638.849,-1211.565,1.484,50.879,172.808,-0.014
-4638.188,-1209.136,1.485,50.208,172.395,-0.005
-4637.57,-1206.766,1.485,49.185,171.444,-0.008
-4637.027,-1204.291,1.484,47.539,171.707,-0.011
-4636.41,-1201.943,1.484,46.897,170.628,-0.013
-4635.728,-1199.52,1.484,47.025,170.476,-0.009
-4635.085,-1197.101,1.484,46.727,170.304,-0.01
-4634.443,-1194.614,1.485,46.463,170.862,-0.001
-4633.806,-1192.333,1.485,46.191,169.222,0.001
-4633.198,-1189.803,1.485,45.651,170.373,0.002
-4632.516,-1187.421,1.486,45.961,169.846,0.009
-4631.863,-1185.036,1.486,45.925,169.42,0.014
-4631.237,-1182.755,1.487,45.617,167.978,0.02
-4630.454,-1180.463,1.487,46.97,166.872,0.012
-4629.578,-1178.168,1.487,49.076,165.961,0.008
-4628.815,-1175.871,1.487,49.719,165.203,0.013
-4628.102,-1173.57,1.488,49.744,164.591,0.017
-4627.457,-1171.111,1.489,49.069,165.697,0.023
-4626.597,-1168.65,1.489,50.708,166.664,0.025
-4625.965,-1166.121,1.49,49.757,168.189,0.026
-4625.286,-1163.513,1.49,49.428,170.301,0.024
-4624.718,-1161.082,1.491,48.008,170.283,0.027
-4624.217,-1158.54,1.49,46.105,171.409,0.019
-4623.738,-1155.903,1.489,44.256,173.349,0.001
-4623.39,-1153.409,1.488,41.325,173.527,-0.005
-4622.788,-1151.064,1.488,41.453,172.148,-0.006
-4621.978,-1148.588,1.487,43.691,172.326,-0.011
-4621.167,-1146.191,1.487,45.619,171.653,-0.013
-4620.31,-1143.74,1.487,47.73,171.639,-0.011
-4619.651,-1141.298,1.486,47.488,171.541,-0.013
-4618.906,-1138.779,1.487,48.175,172.244,-0.009
-4618.308,-1136.452,1.487,47.244,170.874,-0.006
-4617.767,-1133.965,1.487,45.869,171.347,-0.001
-4617.309,-1131.604,1.487,43.838,170.447,-0.001
-4616.944,-1129.217,1.486,41.149,169.961,-0.011
-4616.455,-1126.932,1.485,40.131,168.483,-0.023
-4615.843,-1124.611,1.485,40.526,167.596,-0.02
-4615.091,-1122.302,1.484,42.308,166.723,-0.019
-4614.46,-1119.923,1.484,42.585,166.696,-0.02
-4613.9,-1117.49,1.484,42.09,167.23,-0.016
-4613.239,-1115.07,1.484,42.704,167.548,-0.015
-4612.534,-1112.612,1.485,43.681,168.205,-0.005
-4611.997,-1110.117,1.486,42.789,169.157,0.004
-4611.499,-1107.528,1.487,41.621,170.928,0.015
-4610.952,-1105.007,1.487,41.133,171.75,0.011
-4610.516,-1102.524,1.487,39.566,172.045,0.007
-4609.932,-1100.048,1.486,39.761,172.24,-0.002
-4609.438,-1097.602,1.486,38.992,172.085,-0.003
-4608.755,-1095.228,1.485,40.296,171.221,-0.01
-4608.047,-1092.843,1.485,41.654,170.591,-0.007
-4607.275,-1090.347,1.484,43.478,171.194,-0.011
-4606.605,-1087.917,1.484,43.984,171.036,-0.012
-4605.862,-1085.42,1.485,45.162,171.588,-0.003
-4605.172,-1082.886,1.485,45.622,172.444,-0.006
-4604.559,-1080.446,1.484,45.225,172.197,-0.008
-4603.953,-1077.931,1.485,44.813,172.762,0.003
-4603.342,-1075.466,1.485,44.509,172.736,-0.001
-4602.768,-1072.992,1.485,43.878,172.798,-0.004
-4602.152,-1070.665,1.484,43.759,171.34,-0.009
-4601.543,-1068.194,1.482,43.591,171.584,-0.026
-4600.564,-1065.326,1.482,47.261,175.873,-0.026
-4599.732,-1062.594,1.481,48.879,178.136,-0.024
-4599.073,-1059.835,1.482,48.473,180.337,-0.02
-4598.406,-1057.048,1.481,48.21,182.511,-0.019
-4597.831,-1054.391,1.481,47.04,183.02,-0.024
-4597.259,-1051.591,1.481,46.014,184.933,-0.018
-4596.803,-1048.845,1.482,43.944,185.995,-0.008
-4596.17,-1046.221,1.482,43.989,185.657,-0.002
-4595.333,-1043.646,1.483,46.137,184.869,0.008
-4594.6,-1041.08,1.484,46.907,184.09,0.014
-4593.706,-1038.55,1.484,49.208,183.06,0.015
-4593.019,-1035.953,1.484,49.049,182.882,0.01
-4592.188,-1033.551,1.485,50.386,180.711,0.016
-4591.521,-1031.184,1.485,49.836,178.5,0.015
-4591.013,-1028.921,1.485,47.744,175.548,0.018
-4590.504,-1026.637,1.486,45.962,173.24,0.017
-4589.974,-1024.373,1.485,44.655,171.076,0.013
-4589.415,-1022.162,1.486,43.842,168.672,0.015
-4588.783,-1019.814,1.486,43.902,168.037,0.015
-4588.121,-1017.508,1.486,44.265,167.07,0.011
-4587.437,-1015.024,1.487,44.793,168.066,0.021
-4586.534,-1012.193,1.488,47.505,172.493,0.025
-4585.673,-1009.319,1.488,49.376,176.713,0.028
-4584.839,-1006.576,1.488,50.699,178.962,0.017
-4584.049,-1003.936,1.487,51.379,179.818,0.007
-4583.277,-1001.6,1.487,51.767,177.421,0.009
-4582.434,-999.116,1.486,52.841,176.907,-0.003
-4581.561,-996.786,1.486,54.05,174.87,0
-4580.768,-994.378,1.487,54.268,173.946,0.004
-4580.126,-991.973,1.487,52.893,173.122,0.007
-4579.43,-989.433,1.487,52.28,173.81,0.009
-4578.804,-986.891,1.489,51.037,174.423,0.019
-4578.235,-984.347,1.488,49.392,174.951,0.011
-4577.769,-981.917,1.487,46.923,174.243,0.002
-4577.226,-979.405,1.487,45.616,174.473,0
-4576.558,-976.846,1.487,45.78,175.167,-0.005
-4575.97,-974.202,1.486,45.102,176.624,-0.008
-4575.228,-971.732,1.486,46.11,176.068,-0.008
-4574.543,-969.392,1.486,46.373,174.27,-0.006
-4573.79,-967.005,1.487,47.307,173.213,0.001
-4573.106,-964.752,1.487,47.395,170.929,-0.002
-4572.396,-962.404,1.487,47.734,169.971,0.003
-4571.794,-960.187,1.487,46.906,167.794,-0.003
-4571.273,-957.788,1.486,45.37,167.815,-0.006
-4570.89,-955.489,1.486,42.644,166.797,-0.005
-4570.208,-952.497,1.485,43.397,173.076,-0.014
-4569.365,-949.735,1.485,45.689,176.047,-0.012
-4568.475,-946.981,1.486,48.13,178.51,-0.001
-4567.464,-944.417,1.486,51.459,178.657,-0.004
-4566.618,-941.673,1.486,52.609,180.628,0
-4565.774,-939.113,1.487,53.557,180.414,0.007
-4565.105,-936.526,1.488,52.564,180.521,0.016
-4564.309,-933.908,1.488,53.03,180.92,0.017
-4563.55,-931.395,1.488,53.045,180.186,0.016
-4562.831,-928.865,1.49,52.65,179.729,0.025
-4562.11,-926.401,1.49,52.324,178.662,0.025
-4561.368,-924.012,1.491,52.266,176.983,0.03
-4560.551,-921.631,1.491,52.991,175.47,0.027
-4559.871,-919.349,1.49,52.199,173.152,0.012
-4559.185,-917.157,1.49,51.588,170.249,0.011
-4558.735,-914.921,1.49,48.627,168.234,0.014
-4558.17,-912.662,1.489,47.297,166.747,0
-4557.529,-910.327,1.488,46.937,166.26,-0.015
-4556.936,-908.035,1.487,46.145,165.41,-0.021
-4556.146,-905.506,1.486,47.493,167.113,-0.026
-4555.319,-902.959,1.487,49.019,168.755,-0.016
-4554.262,-900.623,1.487,52.693,167.991,-0.012
-4553.414,-898.306,1.487,53.672,167.137,-0.007
-4552.636,-895.971,1.487,53.782,166.598,-0.011
-4551.974,-893.719,1.485,52.692,165.279,-0.021
-4551.22,-891.476,1.486,52.705,164.066,-0.015
-4550.565,-889.131,1.485,51.699,164.075,-0.016
-4549.773,-886.926,1.485,52.244,162.643,-0.012
-4549.146,-884.641,1.485,51.024,162.25,-0.013
-4548.514,-882.43,1.484,50.016,161.146,-0.026
-4547.787,-880.124,1.484,50.154,161.184,-0.022
-4547.185,-877.885,1.484,48.975,160.535,-0.019
-4546.539,-875.538,1.484,48.419,161.083,-0.011
-4545.931,-873.211,1.485,47.561,161.351,0
-4545.479,-870.679,1.486,45.214,163.689,0.005
-4544.767,-868.234,1.485,45.897,164.784,0
-4543.914,-865.729,1.484,47.933,166.34,-0.01
-4543.037,-863.307,1.485,49.908,166.81,-0.003
-4542.103,-860.91,1.486,52.187,166.953,0.005
-4541.248,-858.496,1.485,53.305,167.249,0.001
-4540.587,-856.173,1.485,52.267,166.57,0
-4539.91,-853.872,1.484,51.554,165.764,-0.006
-4539.306,-851.586,1.484,50.194,164.911,-0.006
-4538.738,-849.201,1.485,48.657,165.22,0.001
-4538.215,-846.816,1.485,46.883,165.467,0
-4537.674,-844.421,1.484,45.559,165.787,-0.005
-4537.028,-842.018,1.483,45.505,166.15,-0.019
-4536.525,-839.684,1.482,43.998,165.741,-0.025
-4535.872,-837.376,1.482,44.254,165.121,-0.024
-4535.163,-834.987,1.482,45.045,165.437,-0.017
-4534.503,-832.588,1.482,45.202,165.804,-0.015
-4533.885,-830.189,1.482,44.927,166.113,-0.011
-4533.282,-827.698,1.48,44.524,167.325,-0.026
-4532.817,-825.295,1.481,42.76,167.457,-0.019
-4532.446,-822.9,1.482,40.296,167.49,-0.004
-4532.087,-820.387,1.483,38.065,168.727,0.008
-4531.733,-817.865,1.484,36.108,169.871,0.011
-4531.517,-815.311,1.484,33.025,171.189,0.015
-4531.178,-812.781,1.484,31.655,172.055,0.01
-4530.884,-810.353,1.485,30.029,171.748,0.016
-4530.526,-807.856,1.485,29.293,172.195,0.016
-4530.123,-805.37,1.485,29.136,172.461,0.016
-4529.655,-802.904,1.486,29.665,172.49,0.019
-4529.116,-800.593,1.486,30.857,170.91,0.022
-4528.419,-798.158,1.487,33.496,170.837,0.02
-4527.938,-795.751,1.487,33.516,170.497,0.02
-4527.449,-793.395,1.486,33.627,169.675,0.007
-4527.105,-790.891,1.485,32.22,170.504,0.002
-4526.692,-788.58,1.486,31.729,169.219,0.003
-4526.3,-786.188,1.485,31.099,168.956,0.002
-4525.989,-783.853,1.485,29.731,168.145,-0.004
-4525.79,-781.324,1.484,27.406,169.45,-0.008
-4525.648,-778.912,1.483,24.831,169.364,-0.017
-4525.45,-776.561,1.482,23.229,168.66,-0.024
-4525.334,-774.24,1.483,21.002,167.741,-0.01
-4525.124,-771.729,1.484,20.077,168.926,-0.006
-4524.751,-769.283,1.483,20.964,169.26,-0.01
-4524.267,-766.798,1.483,22.868,169.958,-0.006
-4523.549,-764.437,1.483,26.889,169.269,-0.009
-4522.865,-762.068,1.485,29.975,168.755,0.007
-4522.126,-759.485,1.485,33.177,170.529,0.013
-4521.447,-756.841,1.486,35.285,172.672,0.016
-4520.812,-754.164,1.487,36.637,174.841,0.021
-4520.175,-751.556,1.487,37.801,175.973,0.02
-4519.656,-748.915,1.487,37.59,177.276,0.019
-4519.147,-746.155,1.485,37.301,179.618,0.002
-4518.736,-743.72,1.485,36.048,178.271,-0.003
-4518.374,-741.189,1.484,34.475,178.113,-0.008
-4518.044,-738.816,1.484,32.796,176.35,-0.011
-4517.615,-736.511,1.485,32.394,174.135,-0.004
-4517.207,-733.991,1.485,31.835,174.471,0
-4516.567,-731.639,1.486,33.737,173.026,0.009
-4515.941,-729.088,1.487,35.218,173.842,0.019
-4515.337,-726.745,1.489,36.254,172.396,0.033
-4514.495,-724.223,1.488,39.589,173.002,0.025
-4513.598,-721.711,1.488,43.009,173.426,0.018
-4512.886,-719.167,1.487,44.006,174.103,0.006
-4512.308,-716.812,1.485,43.492,172.749,-0.018
-4511.663,-714.377,1.484,43.73,172.406,-0.025
-4511.118,-712.085,1.484,42.908,170.646,-0.016
-4510.633,-709.758,1.484,41.594,169.51,-0.013
-4509.974,-707.355,1.484,42.264,169.316,-0.01
-4509.301,-704.957,1.485,42.971,169.099,-0.002
-4508.579,-702.472,1.486,44.084,169.819,0.004
-4507.749,-700.062,1.485,46.15,169.657,0
-4506.976,-697.494,1.486,47.325,171.134,0.007
-4506.303,-695.103,1.487,47.287,170.584,0.018
-4505.643,-692.639,1.487,47.132,170.861,0.015
-4504.999,-690.091,1.487,46.826,171.97,0.008
-4504.405,-687.491,1.486,46.052,173.438,0.003
-4503.727,-685.056,1.486,46.26,173.001,0.002
-4502.953,-682.441,1.486,47.427,174.484,-0.005
-4502.284,-680.02,1.485,47.334,173.743,-0.012
-4501.525,-676.945,1.485,48.193,179.848,-0.008
-4500.635,-674.083,1.485,50.264,182.863,-0.008
-4499.901,-671.302,1.486,50.431,184.602,0.002
-4499.286,-668.468,1.485,49.349,186.625,-0.002
-4498.688,-665.832,1.484,48.245,186.313,-0.017
-4498.211,-662.98,1.484,46.058,188.276,-0.016
-4497.52,-660.416,1.483,46.404,186.981,-0.021
-4496.708,-657.755,1.482,47.927,186.879,-0.023
-4495.83,-655.261,1.484,49.929,185.066,-0.009
-4495.039,-652.62,1.483,50.729,185.041,-0.013
-4494.299,-650.008,1.483,50.879,184.711,-0.009
-4493.385,-647.695,1.483,52.804,181.364,-0.008
-4492.679,-645.509,1.483,52.308,177.189,-0.01
-4492.119,-643.079,1.482,50.386,176.149,-0.014
-4491.537,-640.702,1.482,48.962,174.717,-0.01
-4491.048,-638.168,1.482,46.798,175.106,-0.014
-4490.475,-635.612,1.482,45.811,175.665,-0.013
-4489.734,-633.193,1.482,46.699,174.732,-0.011
-4489.131,-630.653,1.482,46.046,175.183,-0.007
-4488.5,-628.224,1.481,45.77,174.432,-0.014
-4487.862,-625.802,1.481,45.602,173.711,-0.016
-4487.238,-623.362,1.48,45.321,173.278,-0.022
-4486.619,-620.956,1.48,45.03,172.566,-0.02
-4486.091,-618.631,1.48,43.843,171.12,-0.013
-4485.558,-616.144,1.481,42.883,171.564,-0.007
-4484.858,-613.72,1.481,43.782,171.281,0.001
-4484.194,-611.336,1.482,44.176,170.64,0.005
-4483.614,-608.845,1.482,43.648,171.186,0.005
-4483.103,-606.394,1.481,42.499,171.239,-0.003
-4482.515,-603.926,1.482,42.299,171.468,0.009
-4482.094,-601.594,1.482,40.408,170.255,0.008
-4481.493,-599.278,1.481,40.653,169.055,-0.001
-4480.882,-597.088,1.481,40.96,166.738,-0.006
-4480.253,-594.741,1.48,41.42,166.381,-0.01
-4479.837,-592.333,1.481,39.608,166.701,-0.004
-4479.347,-590.029,1.479,38.831,165.9,-0.02
-4478.833,-587.53,1.48,38.412,167.236,-0.013
-4478.297,-584.934,1.48,38.278,169.367,-0.009
-4477.692,-582.403,1.48,38.874,170.509,-0.003
-4476.875,-579.729,1.481,41.569,172.963,0.005
