x,y,1.444,-0.084,-1.489,0
-4586.555,-1160.969,1.442,45.571,172.948,0.006
-4585.82,-1158.572,1.441,46.43,172.192,0
-4585.054,-1156.137,1.442,47.492,171.936,0.008
-4584.322,-1153.724,1.443,48.038,171.493,0.012
-4583.8,-1151.388,1.444,46.351,170.318,0.02
-4583.158,-1149.087,1.444,46.143,168.962,0.026
-4582.521,-1146.753,1.443,45.908,168.138,0.01
-4582.045,-1144.323,1.444,44.064,168.428,0.014
-4581.529,-1141.827,1.443,42.893,169.359,0.002
-4580.975,-1139.384,1.443,42.293,169.596,0.004
-4580.522,-1136.964,1.443,40.727,169.564,0.003
-4579.969,-1134.524,1.443,40.442,169.745,0.002
-4579.589,-1132.23,1.442,38.398,168.399,-0.003
-4579.025,-1129.98,1.443,38.559,166.797,-0.001
-4578.364,-1127.776,1.444,39.695,164.955,0.011
-4577.727,-1125.524,1.443,40.412,163.887,0.001
-4576.908,-1123.221,1.444,42.899,163.489,0.01
-4576.27,-1120.988,1.443,43.163,162.434,0.002
-4575.625,-1118.693,1.444,43.448,162.167,0.006
-4574.956,-1116.271,1.444,43.951,163.257,0.012
-4574.433,-1113.858,1.444,42.877,164.085,0.01
-4573.897,-1111.424,1.445,42.081,165.015,0.011
-4573.267,-1108.967,1.445,42.38,166.036,0.012
-4572.635,-1106.487,1.445,42.649,167.155,0.013
-4571.907,-1103.926,1.445,43.876,168.936,0.011
-4571.095,-1101.52,1.446,45.781,168.859,0.014
-4570.353,-1099.041,1.446,46.695,169.54,0.018
-4569.598,-1096.665,1.446,47.598,169.066,0.013
-4568.908,-1094.252,1.445,47.697,169.046,0.005
-4568.216,-1091.988,1.446,47.808,167.497,0.006
-4567.631,-1089.556,1.445,46.794,167.892,-0.003
-4566.928,-1086.514,1.445,47.15,174.521,-0.003
-4566.391,-1083.532,1.444,45.751,179.555,-0.007
-4565.778,-1080.676,1.444,45.327,182.552,-0.01
-4564.892,-1077.909,1.443,47.787,184.189,-0.015
-4564.134,-1075.275,1.442,48.557,184.219,-0.021
-4563.472,-1072.644,1.441,48.232,184.208,-0.031
-4562.647,-1070.214,1.44,49.628,182.13,-0.033
-4561.956,-1067.537,1.44,49.45,182.908,-0.027
-4561.376,-1065.144,1.441,48.148,180.639,-0.02
-4560.878,-1062.652,1.441,46.191,179.726,-0.017
-4560.069,-1060.219,1.443,47.724,178.345,0.004
-4559.337,-1057.802,1.444,48.24,176.995,0.015
-4558.755,-1055.365,1.444,47.136,176.062,0.019
-4558.015,-1052.735,1.445,47.828,177.241,0.025
-4557.342,-1050.202,1.445,47.719,177.247,0.018
-4556.745,-1047.727,1.445,46.856,176.659,0.016
-4556.09,-1045.32,1.444,46.704,175.464,0.003
-4555.645,-1042.803,1.443,44.415,175.565,-0.004
-4555.083,-1040.485,1.442,43.668,173.613,-0.02
-4554.501,-1038.023,1.441,43.233,173.425,-0.02
-4554.062,-1035.781,1.441,41.402,170.996,-0.018
-4553.554,-1033.329,1.441,40.538,171.096,-0.015
-4553.06,-1030.871,1.442,39.667,171.232,-0.002
-4552.313,-1028.349,1.443,41.518,172.014,0.003
-4551.449,-1025.846,1.443,44.311,172.483,0.004
-4550.7,-1023.389,1.443,45.506,172.411,0.004
-4549.987,-1020.884,1.443,46.152,172.848,0
-4549.387,-1018.474,1.443,45.545,172.235,-0.001
-4548.72,-1016.096,1.442,45.708,171.385,-0.008
-4548.208,-1013.869,1.442,44.257,169.109,-0.009
-4547.73,-1011.627,1.44,42.663,167.321,-0.021
-4547.25,-1009.415,1.44,41.335,165.483,-0.02
-4546.739,-1007.286,1.44,40.517,163.064,-0.013
-4546.07,-1004.924,1.44,41.451,163.397,-0.018
-4545.536,-1002.631,1.44,40.852,162.971,-0.016
-4544.816,-1000.24,1.44,42.251,163.62,-0.005
-4544.145,-997.752,1.44,42.949,165.17,-0.005
-4543.402,-995.207,1.441,44.282,167.075,-0.002
-4542.562,-992.72,1.442,46.412,168.109,0.007
-4541.906,-990.113,1.442,46.342,170.22,0.007
-4541.181,-987.577,1.442,46.996,171.299,0.009
-4540.387,-984.987,1.442,48.25,172.765,0.009
-4539.563,-982.52,1.443,49.638,172.76,0.015
-4538.714,-980.143,1.443,51.082,171.82,0.016
-4537.956,-977.667,1.443,51.369,172.038,0.016
-4537.301,-975.281,1.444,50.56,171.308,0.019
-4536.62,-973.04,1.444,50.136,169.179,0.013
-4535.968,-970.749,1.444,49.474,167.888,0.01
-4535.227,-968.399,1.444,49.827,167.388,0.014
-4534.728,-966.086,1.443,47.632,166.58,0.001
-4534.14,-963.718,1.443,46.682,166.464,-0.003
-4533.452,-961.499,1.442,46.904,164.819,-0.012
-4532.624,-959.078,1.44,48.526,165.511,-0.021
-4531.759,-956.801,1.44,50.289,164.609,-0.024
-4530.816,-954.415,1.44,52.608,164.965,-0.023
-4530.032,-952.17,1.439,52.945,163.813,-0.026
-4529.275,-949.828,1.439,52.945,163.833,-0.025
-4528.815,-947.552,1.439,49.896,163.17,-0.018
-4528.177,-945.247,1.44,49.13,162.898,-0.005
-4527.659,-942.936,1.441,47.238,162.732,0.001
-4527,-940.649,1.441,47.075,162.342,0.008
-4526.438,-938.328,1.442,45.928,162.362,0.013
-4525.731,-935.922,1.442,46.452,163.258,0.012
-4524.91,-933.516,1.443,48.073,164.014,0.023
-4524.274,-931.141,1.443,47.554,164.342,0.016
-4523.474,-928.704,1.443,48.796,165.257,0.013
-4522.73,-926.454,1.444,49.273,164.118,0.022
-4521.803,-924.186,1.444,51.581,163.33,0.021
-4520.839,-921.949,1.446,53.909,162.34,0.034
-4519.888,-919.572,1.447,55.782,162.937,0.042
-4518.947,-917.197,1.449,57.256,163.428,0.047
-4517.982,-914.956,1.449,58.776,162.457,0.046
-4517.092,-912.697,1.45,59.29,161.822,0.043
-4516.359,-910.474,1.449,58.121,160.91,0.033
-4515.876,-908.061,1.449,54.544,162.082,0.023
-4515.366,-905.761,1.448,51.772,161.923,0.009
-4514.732,-903.452,1.446,50.687,161.883,-0.011
-4514.171,-901.067,1.445,49,162.627,-0.017
-4513.431,-898.813,1.445,49.421,161.92,-0.016
-4512.54,-896.548,1.444,51.32,161.418,-0.018
-4511.61,-894.243,1.444,53.352,161.411,-0.022
-4510.722,-891.915,1.443,54.643,161.641,-0.02
-4509.952,-889.51,1.445,54.533,162.622,-0.004
-4509.208,-887.264,1.445,54.18,161.834,0.001
-4508.386,-884.96,1.446,54.668,161.749,0.011
-4507.643,-882.578,1.446,54.279,162.487,0.011
-4506.936,-880.056,1.448,53.577,164.555,0.021
-4506.104,-877.636,1.448,54.261,165.261,0.02
-4505.417,-875.201,1.447,53.347,166.024,0.012
-4504.717,-872.696,1.448,52.711,167.397,0.013
-4504.067,-870.271,1.447,51.65,167.743,0.004
-4503.493,-867.848,1.446,49.961,168.016,-0.006
-4503.053,-865.533,1.445,47.148,167.141,-0.013
-4502.579,-863.222,1.443,45.092,166.355,-0.031
-4502.172,-860.706,1.442,42.654,167.786,-0.037
-4501.583,-858.182,1.443,42.444,169.093,-0.025
-4501.018,-855.693,1.443,42.014,169.855,-0.017
-4500.528,-853.058,1.443,40.879,171.992,-0.013
-4499.801,-850.488,1.443,42.353,173.164,-0.009
-4499.15,-848.086,1.444,42.83,172.426,-0.006
-4498.401,-845.737,1.442,44.236,171.243,-0.017
-4497.828,-843.325,1.441,43.635,170.887,-0.026
-4497.317,-840.861,1.439,42.473,171.13,-0.041
-4496.859,-838.711,1.439,40.944,168.092,-0.038
-4496.464,-836.547,1.438,38.992,165.648,-0.042
-4496.108,-834.237,1.438,36.916,165.068,-0.033
-4495.758,-831.85,1.438,35.09,165.365,-0.027
-4495.482,-829.46,1.439,32.769,165.654,-0.017
-4495.184,-826.871,1.44,31.027,167.945,-0.001
-4494.774,-824.366,1.442,30.675,169.029,0.016
-4494.306,-821.622,1.443,30.99,172.423,0.025
-4493.759,-819.146,1.445,32.063,172.557,0.034
-4493.121,-816.638,1.445,33.911,172.988,0.032
-4492.519,-814.147,1.445,35.126,173.202,0.024
-4492.039,-811.631,1.444,34.905,173.629,0.02
-4491.493,-809.279,1.443,35.39,172.308,0.006
-4490.957,-807.104,1.442,35.704,169.35,-0.01
-4490.511,-804.76,1.441,35.039,168.581,-0.014
-4490.192,-802.431,1.441,33.172,167.764,-0.016
-4489.891,-800.234,1.442,31.396,165.708,-0.005
-4489.635,-797.915,1.442,29.409,165.211,-0.002
-4489.367,-795.531,1.442,27.847,165.457,-0.001
-4489.157,-793.051,1.442,25.911,166.649,-0.001
-4488.726,-790.008,1.442,26.54,173.469,-0.005
-4488.284,-787.007,1.441,27.183,178.851,-0.006
-4487.856,-784.013,1.441,27.59,183.376,-0.007
-4487.087,-781.337,1.44,31.446,183.955,-0.014
-4486.438,-778.743,1.441,33.514,183.604,-0.006
-4485.756,-776.086,1.441,35.597,183.953,-0.004
-4485.164,-773.434,1.441,36.459,184.203,0
-4484.552,-771.038,1.442,37.399,181.782,0.006
-4483.967,-768.504,1.444,37.922,181.134,0.026
-4483.492,-765.946,1.444,37.234,180.827,0.024
-4483.037,-763.271,1.444,36.438,181.77,0.013
-4482.696,-760.765,1.445,34.591,180.841,0.019
-4482.385,-758.07,1.444,32.708,181.981,0.008
-4482.159,-755.614,1.443,30.227,180.508,0.001
-4481.843,-753.095,1.443,29.029,179.896,0
-4481.535,-750.596,1.443,27.934,179.167,0.002
-4481.086,-748.177,1.443,28.44,177.713,0.001
-4480.506,-745.772,1.443,30.234,176.339,-0.002
-4479.87,-743.487,1.443,32.338,173.925,0.001
-4479.272,-741.025,1.443,33.735,173.694,0.005
-4478.626,-738.631,1.443,35.426,172.795,0
-4477.938,-736.226,1.444,37.303,172.143,0.006
-4477.35,-733.877,1.444,37.867,171.006,0.007
-4476.661,-731.441,1.444,39.393,170.932,0.007
-4476.075,-728.999,1.443,39.626,170.937,-0.001
-4475.498,-726.593,1.443,39.741,170.564,0
-4474.965,-724.293,1.443,39.378,169.164,-0.004
-4474.292,-721.93,1.442,40.52,168.613,-0.015
-4473.566,-719.454,1.441,42.035,169.302,-0.016
-4472.671,-716.945,1.441,45.07,170.231,-0.02
-4471.813,-714.546,1.44,47.266,169.893,-0.021
-4470.919,-712.024,1.44,49.518,170.866,-0.017
-4470.028,-709.549,1.442,51.417,171.217,-0.002
-4469.307,-706.964,1.442,51.278,172.649,0.006
-4468.545,-704.486,1.443,51.575,172.769,0.014
-4467.875,-701.869,1.444,50.884,174.306,0.022
-4467.217,-699.353,1.445,50.182,174.573,0.024
-4466.575,-696.854,1.445,49.413,174.625,0.023
-4465.915,-694.342,1.444,48.935,174.806,0.009
-4465.299,-691.922,1.443,48.078,174.009,0.001
-4464.759,-689.28,1.443,46.575,175.618,-0.001
-4464.229,-686.919,1.442,45.173,174.09,-0.011
-4463.544,-684.377,1.442,45.585,174.66,-0.015
-4462.984,-681.919,1.441,44.646,174.277,-0.017
-4462.317,-679.405,1.442,44.947,174.524,-0.005
-4461.688,-676.84,1.442,44.819,175.269,-0.009
-4460.995,-674.271,1.442,45.357,175.935,-0.001
-4460.028,-671.846,1.442,48.638,175.025,-0.003
-4459.215,-669.331,1.441,49.851,175.174,-0.009
-4458.346,-666.906,1.441,51.475,174.377,-0.009
-4457.564,-664.503,1.44,51.945,173.476,-0.02
-4456.938,-662.116,1.439,50.761,172.537,-0.023
-4456.402,-659.657,1.44,48.807,172.474,-0.015
-4455.855,-657.42,1.44,47.259,170.134,-0.008
-4455.199,-655.127,1.44,47.066,168.723,-0.014
-4454.486,-652.712,1.439,47.482,168.768,-0.018
-4453.685,-650.269,1.439,48.746,169.104,-0.011
-4452.822,-647.727,1.439,50.466,170.402,-0.009
-4452,-645.025,1.44,51.497,173.157,-0.002
-4451.313,-642.256,1.44,51.002,176.193,0.001
-4450.557,-639.873,1.44,51.286,174.817,-0.002
-4449.864,-637.473,1.441,50.872,173.815,0.003
-4449.103,-634.974,1.441,51.233,173.978,0.006
-4448.294,-632.533,1.441,52.016,173.517,0.008
-4447.613,-630.146,1.443,51.378,172.58,0.02
-4446.798,-627.844,1.442,52.219,170.896,0.007
-4445.858,-624.905,1.441,54.209,176.018,0.002
-4445.077,-622.013,1.44,54.286,179.9,-0.012
-4444.284,-619.185,1.44,54.463,182.559,-0.01
-4443.746,-616.427,1.439,51.99,184.104,-0.018
-4443.166,-613.634,1.438,50.319,185.78,-0.022
-4442.519,-611.076,1.438,49.576,184.79,-0.017
-4441.897,-608.477,1.438,48.688,184.375,-0.021
-4441.144,-606.004,1.437,49.285,182.71,-0.021
-4440.36,-603.695,1.436,50.105,179.616,-0.03
-4439.433,-601.2,1.435,52.275,178.881,-0.03
-4438.612,-598.862,1.436,53.042,176.642,-0.023
-4437.854,-596.484,1.436,53.037,175.146,-0.018
-4437.172,-594.144,1.436,52.267,173.482,-0.014
-4436.508,-591.709,1.436,51.412,173.028,-0.009
-4435.747,-589.407,1.437,51.686,171.281,-0.005
-4435.111,-587.083,1.438,50.63,170.016,0.01
-4434.54,-584.838,1.439,49.065,168.124,0.015
-4433.906,-582.671,1.438,48.372,165.711,0.008
-4433.277,-580.286,1.437,47.737,165.894,-0.003
-4432.638,-577.865,1.437,47.3,166.415,-0.008
-4431.989,-575.536,1.436,47.018,165.925,-0.009
-4431.262,-572.595,1.438,47.586,171.8,0.003
-4430.246,-569.734,1.438,51.053,175.983,0.011
-4429.197,-566.911,1.439,54.346,179.159,0.019
-4428.088,-564.316,1.439,57.769,179.528,0.011
-4427.07,-561.784,1.438,59.747,179.193,0.004
-4426.116,-559.332,1.439,60.787,178.085,0.009
-4425.437,-556.862,1.44,58.838,177.319,0.014
-4424.726,-554.49,1.44,57.501,175.665,0.019
-4424.053,-552.156,1.44,55.978,173.851,0.013
-4423.312,-549.794,1.439,55.361,172.6,0.004
-4422.523,-547.565,1.439,55.344,170.17,-0.003
-4421.711,-545.391,1.437,55.565,167.521,-0.014
-4420.895,-543.301,1.436,55.8,164.399,-0.023
-4419.94,-541.371,1.435,57.424,160.086,-0.027
-4419.254,-539.287,1.435,56.043,157.997,-0.023
-4418.599,-537.314,1.437,54.542,155.078,-0.006
-4417.95,-535.095,1.438,53.201,155.116,0.007
-4417.14,-532.889,1.439,53.719,155.009,0.012
-4416.222,-530.538,1.439,55.265,156.419,0.015
-4415.396,-527.939,1.44,55.635,160.167,0.017
-4414.539,-525.492,1.44,56.282,161.808,0.022
-4413.824,-522.964,1.441,55.363,164.038,0.02
-4413.15,-520.397,1.442,54.163,166.336,0.031
-4412.4,-518.064,1.442,53.919,165.893,0.022
-4411.744,-515.662,1.442,52.742,166.218,0.018
-4411.135,-513.28,1.441,51.249,166.302,0.012
-4410.447,-511.039,1.441,50.799,164.915,0.011
-4409.632,-508.626,1.441,51.715,165.494,0.011
-4408.898,-506.344,1.441,51.664,164.652,0.003
-4408.113,-503.951,1.44,52.148,165.067,0
-4407.309,-501.772,1.441,52.764,163.223,0.002
-4406.639,-499.267,1.441,51.898,165.015,0.008
-4406,-496.869,1.441,50.849,165.431,0.002
-4405.333,-494.371,1.44,50.23,166.813,-0.008
-4404.481,-492.091,1.439,51.611,165.754,-0.014
-4403.796,-489.717,1.439,51.075,165.822,-0.017
-4403.122,-487.213,1.437,50.508,167.207,-0.027
-4402.356,-484.862,1.437,50.961,166.826,-0.028
-4401.647,-482.525,1.437,50.767,166.35,-0.025
-4401.084,-480.257,1.436,49.098,165.229,-0.025
-4400.529,-477.998,1.437,47.588,164.188,-0.01
-4399.936,-475.804,1.437,46.695,162.628,-0.008
-4399.308,-473.585,1.438,46.29,161.556,0
-4398.506,-470.759,1.438,47.737,166.881,-0.006
-4397.583,-467.953,1.437,50.23,171.228,-0.009
-4396.727,-465.322,1.436,51.654,173.132,-0.017
-4395.907,-462.534,1.435,52.489,176.374,-0.023
-4395.165,-459.887,1.435,52.418,177.686,-0.022
-4394.528,-457.164,1.435,51.26,179.583,-0.016
-4393.97,-454.701,1.433,49.468,178.53,-0.031
-4393.449,-452.278,1.433,47.558,177.221,-0.032
-4392.956,-450.004,1.433,45.64,174.564,-0.028
-4392.383,-447.686,1.433,44.825,172.753,-0.023
-4391.817,-445.404,1.433,44.06,170.84,-0.02
-4391.189,-442.977,1.433,44.04,170.702,-0.015
-4390.446,-440.469,1.433,45.218,171.414,-0.01
-4389.583,-438.104,1.434,47.454,170.554,-0.004
-4388.849,-435.688,1.434,48.024,170.34,0
-4388.216,-433.322,1.433,47.484,169.649,-0.009
-4387.652,-431.004,1.433,46.307,168.56,-0.009
-4386.938,-428.816,1.432,46.849,166.292,-0.015
-4386.29,-426.293,1.432,46.632,167.814,-0.012
-4385.626,-423.909,1.432,46.603,167.678,-0.013
-4385.002,-421.479,1.433,46.174,168.031,-0.006
-4384.39,-419.123,1.434,45.687,167.579,0.006
-4383.699,-416.767,1.434,46.081,167.179,0.007
-4383.083,-414.498,1.434,45.638,165.961,0.009
-4382.721,-412.15,1.434,42.658,165.723,0.004
-4382.38,-409.565,1.435,39.889,167.962,0.009
-4382.004,-407.067,1.433,37.892,168.974,-0.003
-4381.619,-404.637,1.433,36.291,169.141,-0.005
-4381.331,-402.16,1.433,33.92,169.769,-0.009
-4380.889,-399.761,1.433,33.474,169.492,0
-4380.294,-397.189,1.433,34.679,171.042,-0.001
-4379.545,-394.652,1.433,37.289,172.01,-0.008
-4378.87,-392.271,1.432,38.759,171.228,-0.008
-4378.307,-389.791,1.434,38.855,171.576,0.008
-4377.78,-387.373,1.433,38.563,171.228,0.001
-4377.236,-385.004,1.433,38.488,170.434,-0.004
-4376.608,-382.724,1.434,39.295,168.842,0.008
-4376.056,-380.45,1.433,39.201,167.425,-0.001
-4375.555,-378.209,1.433,38.595,165.868,-0.007
-4375.108,-376,1.432,37.522,164.22,-0.011
-4374.66,-373.702,1.432,36.618,163.729,-0.015
-4374.08,-371.614,1.431,37.204,161.145,-0.015
-4373.507,-369.261,1.432,37.623,161.663,-0.01
-4372.781,-366.988,1.433,39.562,161.294,0.003
-4372.008,-364.741,1.434,41.702,160.702,0.013
-4371.248,-362.453,1.435,43.395,160.623,0.021
-4370.42,-360.205,1.435,45.541,160.145,0.022
-4369.716,-357.822,1.436,46.092,161.124,0.021
-4369.001,-355.564,1.436,46.673,160.668,0.024
-4368.381,-353.197,1.437,46.184,161.409,0.023
-4367.807,-350.735,1.436,45.312,163.021,0.01
-4367.168,-348.302,1.435,45.219,164.092,0.004
-4366.508,-345.843,1.435,45.366,165.269,0.004
-4365.712,-343.529,1.435,46.886,164.788,0.002
-4364.963,-341.341,1.434,47.699,163.079,-0.003
-4364.206,-338.874,1.436,48.479,164.491,0.007
-4363.442,-336.533,1.435,49.22,164.395,-0.001
-4362.833,-334.026,1.436,48.248,166.031,0.009
-4362.204,-331.631,1.438,47.631,166.267,0.024
-4361.535,-329.078,1.438,47.509,168.095,0.021
-4360.701,-326.677,1.437,49.112,168.094,0.014
-4359.862,-324.262,1.437,50.525,168.235,0.008
-4359.064,-321.705,1.436,51.3,169.822,0.003
-4358.278,-319.421,1.436,51.854,168.355,-0.003
-4357.593,-317.146,1.435,51.283,167.016,-0.012
-4356.922,-314.932,1.433,50.641,165.245,-0.03
-4356.131,-312.019,1.433,51.335,170.936,-0.025
-4355.298,-309.092,1.433,52.369,175.924,-0.022
-4354.309,-306.366,1.435,54.846,178.115,0.006
-4353.4,-303.631,1.437,56.141,180.078,0.022
-4352.452,-300.922,1.438,57.642,181.485,0.03
-4351.576,-298.218,1.438,58.188,182.627,0.025
-4350.831,-295.626,1.438,57.296,182.453,0.019
-4350.142,-292.873,1.438,55.962,183.961,0.016
-4349.286,-290.391,1.439,56.543,182.461,0.024
-4348.454,-287.84,1.438,56.793,181.889,0.014
-4347.563,-285.336,1.438,57.61,180.92,0.013
-4346.694,-282.674,1.439,58.084,181.714,0.013
-4345.853,-280.184,1.438,58.2,180.622,0.001
-4345.023,-277.81,1.436,58.186,178.498,-0.017
-4344.244,-275.364,1.435,57.65,177.424,-0.021
-4343.605,-272.978,1.435,55.748,175.895,-0.019
-4342.954,-270.442,1.435,54.25,176.137,-0.017
-4342.089,-268.025,1.435,55.179,175.11,-0.011
-4341.265,-265.521,1.434,55.544,175.143,-0.021
-4340.38,-263.006,1.433,56.49,175.273,-0.022
-4339.515,-260.635,1.433,57.087,173.91,-0.02
-4338.611,-258.388,1.432,57.996,171.464,-0.028
-4337.646,-256.176,1.432,59.399,169.019,-0.029
-4336.621,-253.986,1.43,61.217,166.707,-0.038
-4335.579,-251.78,1.43,62.948,164.894,-0.033
-4334.585,-249.455,1.43,63.913,164.587,-0.026
-4333.735,-247.22,1.432,63.265,163.39,-0.011
-4332.913,-244.889,1.432,62.433,163.357,-0.009
-4332.162,-242.696,1.432,60.975,161.908,-0.008
-4331.589,-240.263,1.432,57.908,163.145,-0.004
-4331.08,-237.897,1.431,54.63,163.509,-0.01
-4330.317,-235.506,1.431,54.454,164.074,-0.007
-4329.522,-233.046,1.432,54.628,165.266,0.004
-4328.708,-230.766,1.434,54.975,164.43,0.016
-4327.643,-228.43,1.433,57.859,164.305,0.008
-4326.935,-226.163,1.433,56.632,163.472,0.01
-4326.061,-223.953,1.434,57.301,162.189,0.009
-4324.962,-221.783,1.436,60.185,160.676,0.027
-4323.972,-219.639,1.437,61.527,159.115,0.035
-4323.045,-217.467,1.437,62.023,158.069,0.033
-4321.973,-215.386,1.437,63.943,156.245,0.031
-4321.177,-213.136,1.437,62.725,156.438,0.026
-4320.556,-211.056,1.436,59.901,154.836,0.007
-4319.833,-208.997,1.436,58.529,153.265,0.009
-4319.209,-206.905,1.435,56.344,152.261,0.001
-4318.498,-204.68,1.432,55.38,152.77,-0.028
-4317.806,-202.532,1.431,54.361,152.424,-0.033
-4317.011,-200.366,1.432,54.551,152.297,-0.027
-4316.236,-198.017,1.432,54.5,154.091,-0.017
-4315.574,-195.813,1.431,53.301,154.119,-0.027
-4314.885,-193.498,1.43,52.555,155.279,-0.029
-4314.274,-191.189,1.431,51.122,156.215,-0.019
-4313.663,-188.915,1.432,49.891,156.654,-0.006
-4313.054,-186.444,1.432,48.819,159.047,-0.007
-4312.318,-184.013,1.432,49.216,160.682,-0.006
-4311.583,-181.558,1.431,49.544,162.332,-0.01
-4310.987,-179.128,1.433,48.399,163.468,0.008
-4310.346,-176.733,1.432,47.881,164.088,-0.006
-4309.702,-174.341,1.431,47.464,164.575,-0.008
-4309.056,-171.958,1.43,47.141,164.903,-0.015
-4308.408,-169.827,1.429,46.872,162.599,-0.026
-4307.702,-167.619,1.429,47.254,161.408,-0.024
-4307.157,-165.33,1.43,45.915,161.242,-0.013
-4306.484,-162.998,1.432,46.083,161.537,0.008
-4305.8,-160.54,1.432,46.35,163.079,0.008
-4304.955,-158.253,1.433,48.24,162.639,0.014
-4304.149,-155.969,1.432,49.436,162.235,0.007
-4303.585,-153.684,1.432,47.97,161.897,0.002
-4302.991,-151.544,1.431,47.037,160.121,-0.003
-4302.299,-149.325,1.431,47.24,159.42,-0.007
-4301.606,-147.129,1.43,47.419,158.581,-0.009
-4300.902,-145.02,1.43,47.697,156.966,-0.013
-4300.197,-142.968,1.43,47.939,155.009,-0.01
-4299.499,-140.86,1.43,48.084,153.907,-0.005
-4298.618,-138.668,1.431,50.078,153.839,-0.001
-4297.809,-136.438,1.431,51.041,154.174,0.007
-4297.109,-134.159,1.433,50.742,154.965,0.021
-4296.527,-132.106,1.434,49.269,153.311,0.029
-4296.187,-130.568,1.439,45.527,146.596,0.067
-4295.838,-129.425,1.446,42.414,136.804,0.131
-4295.854,-128.643,1.457,36.017,124.734,0.221
-4295.803,-128.542,1.468,31.247,107.425,0.291
-4295.842,-128.763,1.477,26.245,89.357,0.335
-4295.972,-129.186,1.483,21.049,71.854,0.348
-4296.147,-129.75,1.487,16.152,55.484,0.336
-4296.322,-130.33,1.491,11.975,41.352,0.329
-4296.5,-130.728,1.495,8.386,31.179,0.311
-4296.691,-131.26,1.497,5.184,21.115,0.291
-4296.763,-131.648,1.499,3.68,14.012,0.261
-4296.841,-132.118,1.499,2.337,7.109,0.223
-4296.931,-132.551,1.499,1.064,1.611,0.196
-4297.054,-132.904,1.499,-0.355,-2.261,0.16
-4297.05,-133.178,1.498,-0.26,-4.749,0.129
-4297.126,-133.413,1.497,-1.01,-6.465,0.102
-4297.124,-133.721,1.496,-0.834,-8.685,0.072
-4297.098,-133.904,1.494,-0.444,-9.297,0.05
-4297.029,-133.944,1.494,0.322,-8.345,0.036
-4297.042,-134.041,1.492,0.151,-8.111,0.016
-4297.113,-134.025,1.492,-0.611,-6.749,0.012
-4297.188,-133.927,1.492,-1.291,-4.752,0.007
-4297.28,-133.875,1.491,-2.05,-3.513,-0.002
-4297.217,-133.868,1.491,-1.101,-2.935,-0.001
-4297.181,-133.94,1.491,-0.558,-3.241,-0.003
-4297.121,-133.979,1.492,0.139,-3.161,0.009
-4297.183,-134.047,1.491,-0.524,-3.399,-0.003
-4297.25,-134.081,1.49,-1.134,-3.253,-0.013
-4297.28,-133.974,1.489,-1.279,-1.674,-0.014
-4297.231,-133.998,1.489,-0.582,-1.668,-0.013
-4297.288,-133.972,1.488,-1.087,-1.153,-0.019
-4297.153,-133.997,1.489,0.464,-1.243,-0.01
-4297.19,-133.969,1.49,0.017,-0.776,-0.001
-4297.125,-133.956,1.49,0.679,-0.521,-0.001
-4297.162,-133.755,1.49,0.201,1.615,0.002
-4297.071,-133.833,1.49,1.106,0.583,-0.003
-4297.063,-133.885,1.49,1.027,-0.038,0.005
-4297.147,-133.905,1.491,0.005,-0.244,0.008
-4297.279,-133.858,1.49,-1.352,0.277,-0.002
-4297.303,-133.871,1.489,-1.395,0.103,-0.015
-4297.476,-134.101,1.489,-2.974,-2.285,-0.007
-4297.928,-134.719,1.494,-7.186,-8.309,0.04
-4298.876,-136.03,1.5,-15.897,-20.583,0.095
-4299.911,-137.902,1.509,-24.209,-36.829,0.165
-4300.967,-140.276,1.515,-31.52,-55.845,0.2
-4301.947,-143.092,1.52,-36.976,-76.621,0.222
-4302.998,-146.015,1.524,-42.35,-95.45,0.226
-4304.097,-149.007,1.527,-47.442,-112.211,0.222
-4305.419,-151.891,1.529,-54.07,-125.404,0.202
-4306.583,-154.732,1.53,-58.107,-136.202,0.184
-4307.611,-157.535,1.529,-60.137,-145.028,0.153
-4308.492,-159.922,1.527,-60.364,-148.277,0.11
-4309.16,-162.543,1.526,-58.366,-153.448,0.079
-4309.723,-165.063,1.524,-55.58,-156.82,0.047
-4310.375,-167.721,1.523,-54.111,-161.128,0.03
-4311.047,-170.469,1.521,-53.072,-165.723,0.007
-4311.837,-173.058,1.521,-53.405,-167.997,0.006
-4312.719,-175.665,1.52,-54.631,-170.129,0.003
-4313.623,-178.35,1.522,-55.895,-172.755,0.016
-4314.293,-180.834,1.522,-54.577,-172.919,0.015
-4314.996,-183.291,1.522,-53.783,-172.775,0.012
-4315.696,-185.672,1.522,-53.09,-171.884,0.012
-4316.204,-187.981,1.522,-50.507,-170.374,0.01
-4316.826,-190.348,1.522,-49.48,-169.683,0.005
-4317.626,-192.627,1.521,-50.442,-168.197,-0.004
-4318.417,-195.154,1.521,-51.171,-169.473,0.002
-4319.289,-197.729,1.52,-52.614,-171.055,-0.015
-4320.275,-200.182,1.519,-55.027,-171.148,-0.022
-4320.878,-202.595,1.518,-53.142,-170.819,-0.021
-4321.678,-205.06,1.519,-53.568,-171.079,-0.012
-4322.905,-207.908,1.519,-58.315,-175.237,-0.013
-4324.168,-210.752,1.519,-62.748,-178.741,-0.013
-4325.3,-213.341,1.519,-65.167,-179.111,-0.003
-4326.431,-216.049,1.52,-67.231,-180.648,0.004
-4327.292,-218.53,1.521,-66.204,-179.618,0.012
