Index,Time,((robot).imu)->data[10],debug_Y,debug_X
0,0.000000,0,0,0
1,0.001267,0,0,0
2,0.002264,0,-0.899999976,-0.600000024
3,0.003251,0,-0.899999976,-0.600000024
4,0.004250,0,-0.899999976,-0.600000024
5,0.005253,0,-0.899999976,-0.600000024
6,0.006262,0,-0.899999976,-0.600000024
7,0.007249,0,-0.899999976,-0.600000024
8,0.008248,0,-0.899999976,-0.600000024
9,0.009250,0,-0.899999976,-0.600000024
10,0.010252,0,-0.899999976,-0.600000024
11,0.011247,0,-0.899999976,-0.600000024
12,0.012254,0,-0.899999976,-0.600000024
13,0.013249,0,-0.899999976,-0.600000024
14,0.014247,0,-0.899999976,-0.600000024
15,0.015250,0,-0.899999976,-0.600000024
16,0.016249,0,-0.899999976,-0.600000024
17,0.017265,0,-0.899999976,-0.600000024
18,0.018251,0,-0.899999976,-0.600000024
19,0.019254,0,-0.899999976,-0.600000024
20,0.020248,0,-0.899999976,-0.600000024
21,0.021250,0,-0.899999976,-0.600000024
22,0.022249,0,-0.899999976,-0.600000024
23,0.023252,0,-0.899999976,-0.600000024
24,0.024250,0,-0.899999976,-0.600000024
25,0.025253,0,-0.899999976,-0.600000024
26,0.026252,0,-0.899999976,-0.600000024
27,0.027266,0,-0.899999976,-0.600000024
28,0.028248,0,-0.899999976,-0.600000024
29,0.029251,0,-0.899999976,-0.600000024
30,0.030253,0,-0.899999976,-0.600000024
31,0.031248,0,-0.899999976,-0.600000024
32,0.032254,0,-0.899999976,-0.600000024
33,0.033249,0,-0.899999976,-0.600000024
34,0.034248,0,-0.899999976,-0.600000024
35,0.035251,0,-0.899999976,-0.600000024
36,0.036250,0,-0.899999976,-0.600000024
37,0.037268,0,-0.899999976,-0.600000024
38,0.038247,0,-0.899999976,-0.600000024
39,0.039250,0,-0.899999976,-0.600000024
40,0.040253,0,-0.899999976,-0.600000024
41,0.041248,0,-0.899999976,-0.600000024
42,0.042248,0,-0.899999976,-0.600000024
43,0.043251,0,-0.899999976,-0.600000024
44,0.044250,0,-0.899999976,-0.600000024
45,0.045254,0,-0.899999976,-0.600000024
46,0.046253,0,-0.899999976,-0.600000024
47,0.047268,0,-0.899999976,-0.600000024
48,0.048251,0,-0.899999976,-0.600000024
49,0.049247,0,-0.899999976,-0.600000024
50,0.050250,0,-0.899999976,-0.600000024
51,0.051253,0,-0.899999976,-0.600000024
52,0.052252,0,-0.899999976,-0.600000024
53,0.053248,0,-0.899999976,-0.600000024
54,0.054266,0,-0.899999976,-0.600000024
55,0.055254,0,-0.899999976,-0.600000024
56,0.056254,0,-0.899999976,-0.600000024
57,0.057249,0,-0.899999976,-0.600000024
58,0.058268,0,-0.899999976,-0.600000024
59,0.059248,0,-0.899999976,-0.600000024
60,0.060253,0,-0.899999976,-0.600000024
61,0.061249,0,-0.899999976,-0.600000024
62,0.062248,0,-0.899999976,-0.600000024
63,0.063252,0,-0.899999976,-0.600000024
64,0.064251,0,-0.899999976,-0.600000024
65,0.065254,0,-0.899999976,-0.600000024
66,0.066254,0,-0.899999976,-0.600000024
67,0.067248,0,-0.899999976,-0.600000024
68,0.068263,0,-0.899999976,-0.600000024
69,0.069253,0,-0.899999976,-0.600000024
70,0.070252,0,-0.899999976,-0.600000024
71,0.071250,0,-0.899999976,-0.600000024
72,0.072253,0,-0.899999976,-0.600000024
73,0.073251,0,-0.899999976,-0.600000024
74,0.074247,0,-0.899999976,-0.600000024
75,0.075253,0,-0.899999976,-0.600000024
76,0.076248,0,-0.899999976,-0.600000024
77,0.077254,0,-0.899999976,-0.600000024
78,0.078249,0,-0.899999976,-0.600000024
79,0.079267,0,-0.899999976,-0.600000024
80,0.080253,0,-0.899999976,-0.600000024
81,0.081248,0,-0.899999976,-0.600000024
82,0.082247,0,-0.899999976,-0.600000024
83,0.083250,0,-0.899999976,-0.600000024
84,0.084248,0,-0.899999976,-0.600000024
85,0.085251,0,-0.899999976,-0.600000024
86,0.086250,0,-0.899999976,-0.600000024
87,0.087253,0,-0.899999976,-0.600000024
88,0.088251,0,-0.899999976,-0.600000024
89,0.089254,0,-0.899999976,-0.600000024
90,0.090265,0,-0.899999976,-0.600000024
91,0.091248,0,-0.899999976,-0.600000024
92,0.092251,0,-0.899999976,-0.600000024
93,0.093249,0,-0.899999976,-0.600000024
94,0.094252,0,-0.899999976,-0.600000024
95,0.095251,0,-0.899999976,-0.600000024
96,0.096254,0,-0.899999976,-0.600000024
97,0.097252,0,-0.899999976,-0.600000024
98,0.098248,0,-0.899999976,-0.600000024
99,0.099254,0,-0.899999976,-0.600000024
100,0.100252,0,-0.899999976,-0.600000024
101,0.101269,0,-0.899999976,-0.600000024
102,0.102252,0,-0.899999976,-0.600000024
103,0.103248,0,-0.899999976,-0.600000024
104,0.104248,0,-0.899999976,-0.600000024
105,0.105251,0,-0.899999976,-0.600000024
106,0.106251,0,-0.899999976,-0.600000024
107,0.107254,0,-0.899999976,-0.600000024
108,0.108254,0,-0.899999976,-0.600000024
109,0.109268,0,-0.899999976,-0.600000024
110,0.110251,0,-0.899999976,-0.600000024
111,0.111267,0,-0.899999976,-0.600000024
112,0.112250,0,-0.899999976,-0.600000024
113,0.113254,0,-0.899999976,-0.600000024
114,0.114254,0,-0.899999976,-0.600000024
115,0.115249,0,-0.899999976,-0.600000024
116,0.116248,0,-0.899999976,-0.600000024
117,0.117252,0,-0.899999976,-0.600000024
118,0.118251,0,-0.899999976,-0.600000024
119,0.119247,0,-0.899999976,-0.600000024
120,0.120249,0,-0.899999976,-0.600000024
121,0.121253,0,-0.899999976,-0.600000024
122,0.122269,0,-0.899999976,-0.600000024
123,0.123252,0,-0.899999976,-0.600000024
124,0.124248,0,-0.899999976,-0.600000024
125,0.125247,0,-0.899999976,-0.600000024
126,0.126251,0,-0.899999976,-0.600000024
