Index,Time,((robot).imu)->data[10],debug_Y,debug_X
2105,2.105828,-55.5578613,1514.09998,-461
2106,2.106812,-55.5578613,1514.09998,-461
2107,2.107816,-55.5578613,1514.09998,-461
2108,2.108811,-55.5578613,1514.09998,-461
2109,2.109815,-55.5578613,1514.09998,-461
2110,2.110814,-55.5578613,1514.09998,-461
2111,2.111811,-55.5578613,1514.09998,-461
2112,2.112816,-55.5578613,1514.09998,-461
2113,2.113811,-55.5578613,1514.09998,-461
2114,2.114810,-55.5578613,1514.09998,-461
2115,2.115813,-55.5578613,1514.09998,-461
2116,2.116831,-55.5578613,1514.09998,-461
2117,2.117814,-55.5578613,1514.09998,-461
2118,2.118813,-55.5578613,1514.09998,-461
2119,2.119811,-55.5578613,1514.09998,-461
2120,2.120815,-55.5578613,1514.09998,-461
2121,2.121814,-55.5578613,1514.09998,-461
2122,2.122817,-55.5578613,1514.09998,-461
2123,2.123816,-55.5578613,1514.09998,-461
2124,2.124827,-55.5578613,1514.09998,-461
2125,2.125810,-55.5578613,1514.09998,-461
2126,2.126825,-55.5578613,1514.09998,-461
2127,2.127816,-55.5578613,1514.09998,-461
2128,2.128815,-55.5578613,1514.09998,-461
2129,2.129813,-55.5578613,1514.09998,-461
2130,2.130817,-55.5578613,1514.09998,-461
2131,2.131816,-55.5578613,1514.09998,-461
2132,2.132811,-55.5578613,1514.09998,-461
2133,2.133810,-55.5578613,1514.09998,-461
2134,2.134813,-55.5578613,1514.09998,-461
2135,2.135812,-55.5578613,1514.09998,-461
2136,2.136832,-55.5578613,1514.09998,-461
2137,2.137812,-55.5578613,1514.09998,-461
2138,2.138817,-55.5578613,1514.09998,-461
2139,2.139813,-55.5578613,1514.09998,-461
2140,2.140811,-55.5578613,1514.09998,-461
2141,2.141815,-55.5578613,1514.09998,-461
2142,2.142813,-55.5578613,1514.09998,-461
2143,2.143817,-55.5578613,1514.09998,-461
2144,2.144815,-55.5578613,1514.09998,-461
2145,2.145811,-55.5578613,1514.09998,-461
2146,2.146842,-55.5578613,1514.09998,-461
